ticker,side,event_date,entry,gap_vs_line_pct,slope_yr_pct,days_since_anchor,vol_ratio20,atr_pct,runup_20d,dist_from_ath_pct,dist_hi_52w_pct,dist_lo_52w_pct,rsi14,dollar_vol_m,attempt_no,touch_no,ret_s10_none,days_s10_none,ret_s10_tp20,days_s10_tp20,ret_s10_tp40,days_s10_tp40,ret_s10_atr3x,days_s10_atr3x,ret_s10_atr4x,days_s10_atr4x,ret_s15_none,days_s15_none,ret_s15_tp20,days_s15_tp20,ret_s15_tp40,days_s15_tp40,ret_s15_atr3x,days_s15_atr3x,ret_s15_atr4x,days_s15_atr4x,ret_s20_none,days_s20_none,ret_s20_tp20,days_s20_tp20,ret_s20_tp40,days_s20_tp40,ret_s20_atr3x,days_s20_atr3x,ret_s20_atr4x,days_s20_atr4x
MRC,upper,2025-02-04,14.48,0.57,-7.1,2798,1.11,2.81,8.87,-57.59,-6.04,41.41,55.1,9.84,2.0,,-3.43,2,-3.43,2,-3.43,2,-3.43,2,-3.43,2,-4.84,2,-4.84,2,-4.84,2,-4.84,2,-4.84,2,-6.25,2,-6.25,2,-6.25,2,-6.25,2,-6.25,2
MRC,under,2023-05-25,9.04,0.57,36.8,665,0.99,3.48,-5.93,-73.52,-34.96,28.77,47.2,4.82,,7.0,-3.68,3,-3.68,3,-3.68,3,-3.68,3,-3.68,3,0.59,50,20.0,35,0.59,50,10.45,8,13.94,12,-1.15,50,20.0,35,-1.15,50,10.45,8,13.94,12
MRC,under,2023-07-06,9.46,1.76,36.8,692,0.69,3.45,-1.05,-72.29,-31.94,34.76,41.9,5.99,,9.0,-2.33,23,20.0,13,-2.33,23,10.35,4,13.8,7,-4.06,23,20.0,13,-4.06,23,10.35,4,13.8,7,-5.78,23,20.0,13,-5.78,23,10.35,4,13.8,7
MRC,under,2023-09-12,9.96,1.06,36.8,739,1.9,2.94,7.91,-70.83,-28.35,41.88,57.1,6.23,,16.0,-2.12,15,-2.12,15,-2.12,15,-2.12,15,-2.12,15,-3.22,18,-3.22,18,-3.22,18,-3.22,18,-3.22,18,-3.04,31,-3.04,31,-3.04,31,8.82,25,11.76,25
MRC,under,2023-10-20,10.25,0.44,36.8,767,1.55,3.22,2.3,-69.98,-26.26,25.77,51.7,5.53,,21.0,-3.53,1,-3.53,1,-3.53,1,-3.53,1,-3.53,1,-4.89,3,-4.89,3,-4.89,3,-4.89,3,-4.89,3,-6.5,3,-6.5,3,-6.5,3,-6.5,3,-6.5,3
MRC,under,2023-11-08,10.42,0.47,36.8,780,1.15,4.91,4.41,-69.48,-25.04,27.85,50.8,10.49,,23.0,-2.49,23,-2.49,23,-2.49,23,-2.49,23,-2.49,23,-2.63,41,-2.63,41,-2.63,41,-2.63,41,-2.63,41,-4.56,45,-4.56,45,-4.56,45,-4.56,45,-4.56,45
MRC,under,2023-11-16,10.5,0.49,36.8,786,0.56,4.65,-0.1,-69.24,-24.46,28.83,50.8,10.0,,24.0,-3.38,14,-3.38,14,-3.38,14,-3.38,14,-3.38,14,-5.2,18,-5.2,18,-5.2,18,-5.2,18,-5.2,18,-4.83,39,-4.83,39,-4.83,39,-4.83,39,-4.83,39
MRC,under,2023-11-27,10.55,0.21,36.8,792,0.47,3.43,9.33,-69.1,-24.1,29.45,50.1,7.61,,25.0,-3.4,2,-3.4,2,-3.4,2,-3.4,2,-3.4,2,-3.99,11,-3.99,11,-3.99,11,-3.99,11,-3.99,11,-5.58,12,-5.58,12,-5.58,12,-5.58,12,-5.58,12
MRC,under,2024-02-14,11.78,4.63,36.8,846,4.04,3.54,17.21,-65.5,-10.96,44.54,68.1,7.64,,36.0,-1.95,49,-1.95,49,-1.95,49,-1.95,49,-1.95,49,-3.35,52,-3.35,52,-3.35,52,-3.35,52,-3.35,52,-4.99,53,-4.99,53,-4.99,53,-4.99,53,-4.99,53
MRC,under,2024-06-10,12.5,0.5,36.8,926,1.66,2.52,-8.56,-63.39,-10.84,53.37,42.6,7.03,,42.0,-2.52,4,-2.52,4,-2.52,4,-2.52,4,-2.52,4,-3.78,4,-3.78,4,-3.78,4,-3.78,4,-3.78,4,-0.72,38,-0.72,38,-0.72,38,7.56,22,10.08,23
MRC,under,2024-07-03,12.77,0.65,36.8,942,0.3,2.34,0.08,-62.6,-8.92,56.69,53.9,8.96,,46.0,-2.87,1,-2.87,1,-2.87,1,-2.87,1,-2.87,1,-4.04,1,-4.04,1,-4.04,1,-4.04,1,-4.04,1,-2.58,22,-2.58,22,-2.58,22,7.03,6,9.37,7
MRSN,upper,2020-03-13,155.0,5.71,-54.4,53,0.69,16.39,-18.95,-74.12,-35.21,369.7,36.4,74.97,2.0,,-22.38,2,-22.38,2,-22.38,2,-22.38,2,-22.38,2,-31.45,5,-31.45,5,-31.45,5,-31.45,5,-31.45,5,222.1,60,20.0,17,40.0,18,49.17,18,65.56,32
MRSN,upper,2020-04-17,226.5,2.07,-40.9,36,0.43,12.19,90.74,-62.18,-9.31,586.36,63.1,400.5,2.0,,134.55,60,20.0,26,40.0,27,36.57,27,48.75,27,134.55,60,20.0,26,40.0,27,36.57,27,48.75,27,134.55,60,20.0,26,40.0,27,36.57,27,48.75,27
MRSN,upper,2020-04-23,224.5,2.02,-40.9,40,0.75,12.91,45.19,-62.52,-10.11,580.3,61.2,419.24,3.0,,159.8,60,20.0,22,40.0,23,38.73,23,51.64,23,159.8,60,20.0,22,40.0,23,38.73,23,51.64,23,159.8,60,20.0,22,40.0,23,38.73,23,51.64,23
MRSN,upper,2020-04-28,234.0,7.0,-40.9,43,0.47,11.02,42.68,-60.93,-6.31,609.09,62.4,449.94,4.0,,-18.15,3,-18.15,3,-18.15,3,-18.15,3,-18.15,3,135.04,60,20.0,20,40.0,20,33.05,20,44.06,20,135.04,60,20.0,20,40.0,20,33.05,20,44.06,20
MRSN,upper,2020-05-26,269.0,6.52,-35.2,18,1.55,7.54,24.54,-55.09,-3.15,715.15,63.1,213.77,2.0,,71.19,60,20.0,1,40.0,1,22.62,1,30.16,1,71.19,60,20.0,1,40.0,1,22.62,1,30.16,1,71.19,60,20.0,1,40.0,1,22.62,1,30.16,1
MRSN,upper,2021-06-21,362.75,4.54,-79.1,90,1.55,4.21,3.27,-50.12,-50.12,5.53,47.6,223.9,2.0,,-22.32,25,-22.32,25,-22.32,25,-22.32,25,-22.32,25,-27.43,31,-27.43,31,-27.43,31,-27.43,31,-27.43,31,-41.3,57,-41.3,57,-41.3,57,-41.3,57,-41.3,57
MRSN,upper,2021-06-30,339.5,2.19,-79.1,97,0.64,4.6,-5.03,-53.32,-53.32,3.66,40.1,257.92,3.0,,-17.11,18,-17.11,18,-17.11,18,-17.11,18,-17.11,18,-22.62,24,-22.62,24,-22.62,24,-22.62,24,-22.62,24,-37.5,50,-37.5,50,-37.5,50,-37.5,50,-37.5,50
MRSN,upper,2021-07-07,324.25,0.06,-79.1,101,0.57,4.82,-12.95,-55.41,-55.41,1.41,34.6,238.79,4.0,,-13.21,14,-13.21,14,-13.21,14,-13.21,14,-13.21,14,-18.98,20,-18.98,20,-18.98,20,-18.98,20,-18.98,20,-34.56,46,-34.56,46,-34.56,46,-34.56,46,-34.56,46
MRSN,upper,2021-07-09,322.0,0.61,-79.1,103,0.32,4.75,-14.13,-55.72,-55.72,2.3,34.0,224.48,5.0,,-12.5,12,-12.5,12,-12.5,12,-12.5,12,-12.5,12,-18.26,18,-18.26,18,-18.26,18,-18.26,18,-18.26,18,-33.9,44,-33.9,44,-33.9,44,14.25,43,-33.9,44
MRSN,upper,2021-07-15,314.0,0.58,-79.1,107,0.7,4.39,-13.68,-56.82,-56.82,3.97,34.4,211.45,6.0,,-9.8,8,-9.8,8,-9.8,8,-9.8,8,-9.8,8,-13.74,11,-13.74,11,-13.74,11,-13.74,11,-13.74,11,-17.65,14,-17.65,14,-17.65,14,-17.65,14,-17.65,14
MRSN,upper,2021-07-20,310.75,1.42,-79.1,110,0.99,4.38,-14.33,-57.27,-57.27,5.25,37.9,172.24,7.0,,-8.79,5,-8.79,5,-8.79,5,-8.79,5,-8.79,5,-12.75,8,-12.75,8,-12.75,8,-12.75,8,-12.75,8,-16.68,11,-16.68,11,-16.68,11,-16.68,11,-16.68,11
MRSN,under,2022-10-04,177.25,4.88,75.2,173,0.83,6.58,-6.09,-75.63,-29.17,164.55,52.6,226.02,,37.0,-6.0,24,-6.0,24,-6.0,24,-6.0,24,-6.0,24,-9.06,25,-9.06,25,-9.06,25,-9.06,25,-9.06,25,-12.35,25,-12.35,25,-12.35,25,-12.35,25,-12.35,25
MRSN,under,2022-10-10,170.75,0.14,75.2,177,0.81,8.07,-8.69,-76.52,-31.77,154.85,47.6,220.35,,38.0,-3.43,21,20.0,16,-3.43,21,-3.43,21,-3.43,21,-7.46,21,20.0,16,-7.46,21,-7.46,21,-7.46,21,-9.14,31,20.0,16,-9.14,31,-9.14,31,-9.14,31
MRSN,under,2022-10-26,175.5,0.21,75.2,189,0.89,7.67,6.36,-75.87,-29.87,161.94,50.3,176.27,,41.0,-5.87,9,-5.87,9,-5.87,9,-5.87,9,-5.87,9,-9.7,9,-9.7,9,-9.7,9,-9.7,9,-9.7,9,-13.54,9,-13.54,9,-13.54,9,-13.54,9,-13.54,9
MRSN,under,2023-07-12,94.75,2.23,32.5,291,0.48,6.73,-56.98,-86.97,-60.6,27.39,38.3,517.85,,5.0,-7.7,11,-7.7,11,-7.7,11,-7.7,11,-7.7,11,-11.06,11,-11.06,11,-11.06,11,-11.06,11,-11.06,11,-14.43,11,-14.43,11,-14.43,11,-14.43,11,-14.43,11
MRSN,under,2024-12-26,35.5,0.39,49.3,93,1.89,19.2,-34.56,-95.12,-77.39,16.39,32.3,44.6,,1.0,-18.15,9,-18.15,9,-18.15,9,-18.15,9,-18.15,9,-27.75,9,-27.75,9,-27.75,9,-27.75,9,-27.75,9,-37.35,9,-37.35,9,-37.35,9,-37.35,9,-37.35,9
MRTN,upper,2020-02-13,14.84,1.93,-13.8,73,0.54,2.39,3.92,-24.78,-2.37,35.53,62.6,2.65,2.0,,-4.8,9,-4.8,9,-4.8,9,-4.8,9,-4.8,9,-5.99,9,-5.99,9,-5.99,9,-5.99,9,-5.99,9,-7.19,9,-7.19,9,-7.19,9,-7.19,9,-7.19,9
MRTN,upper,2020-05-01,15.69,2.9,-10.8,49,1.45,5.26,20.14,-20.48,-1.88,47.05,59.7,4.57,2.0,,11.28,60,20.0,53,11.28,60,15.77,52,21.03,53,11.28,60,20.0,53,11.28,60,15.77,52,21.03,53,11.28,60,20.0,53,11.28,60,15.77,52,21.03,53
MRTN,upper,2020-12-04,18.05,6.52,-35.8,35,2.68,3.62,12.04,-10.33,-10.33,69.17,56.7,8.98,2.0,,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60,-8.59,60
MRTN,upper,2021-02-01,16.13,1.77,-35.8,73,1.13,3.64,-6.38,-19.87,-19.87,51.17,36.2,4.51,3.0,,3.41,60,3.41,60,3.41,60,10.91,52,3.41,60,3.41,60,3.41,60,3.41,60,10.91,52,3.41,60,3.41,60,3.41,60,3.41,60,10.91,52,3.41,60
MRTN,upper,2022-07-26,20.2,1.51,-0.6,89,1.09,3.41,16.9,-1.42,-1.42,37.23,73.3,9.07,2.0,,-4.96,29,-4.96,29,-4.96,29,10.23,11,13.64,14,-6.66,29,-6.66,29,-6.66,29,10.23,11,13.64,14,-8.37,30,-8.37,30,-8.37,30,10.23,11,13.64,14
MSBI,under,2020-01-23,27.75,1.5,36.2,60,1.16,1.63,-4.21,-26.16,-5.93,22.73,35.1,1.63,,1.0,-2.98,1,-2.98,1,-2.98,1,-2.98,1,-2.98,1,-3.68,2,-3.68,2,-3.68,2,-3.68,2,-3.68,2,-4.49,2,-4.49,2,-4.49,2,-4.49,2,-4.49,2
MSBI,under,2021-09-20,23.26,2.75,83.1,247,1.52,2.47,-8.35,-38.11,-23.28,86.38,28.9,1.74,,1.0,6.74,48,6.74,48,6.74,48,7.41,5,9.88,10,5.5,48,5.5,48,5.5,48,7.41,5,9.88,10,4.27,48,4.27,48,4.27,48,7.41,5,9.88,10
MSBI,under,2021-11-17,25.19,0.61,83.1,289,1.34,2.65,-3.45,-32.97,-16.92,50.3,46.0,1.73,,2.0,-1.81,6,-1.81,6,-1.81,6,-1.81,6,-1.81,6,-3.14,6,-3.14,6,-3.14,6,-3.14,6,-3.14,6,-4.46,6,-4.46,6,-4.46,6,-4.46,6,-4.46,6
MSBI,under,2021-11-23,25.64,1.42,83.1,293,1.69,2.46,-1.69,-31.77,-15.44,52.98,52.6,1.9,,3.0,-3.39,2,-3.39,2,-3.39,2,-3.39,2,-3.39,2,-4.62,2,-4.62,2,-4.62,2,-4.62,2,-4.62,2,-5.85,2,-5.85,2,-5.85,2,-5.85,2,-5.85,2
MSBI,under,2022-02-23,29.43,0.31,83.1,355,0.55,2.38,8.72,-21.69,-3.82,30.8,57.9,3.64,,15.0,-2.45,1,-2.45,1,-2.45,1,-2.45,1,-2.45,1,-3.64,1,-3.64,1,-3.64,1,-3.64,1,-3.64,1,-4.83,1,-4.83,1,-4.83,1,-4.83,1,-4.83,1
MSBI,under,2023-02-08,26.51,1.07,36.8,89,1.25,2.93,-1.27,-29.46,-13.37,12.9,52.8,1.79,,3.0,-3.24,6,-3.24,6,-3.24,6,-3.24,6,-3.24,6,-3.21,18,-3.21,18,-3.21,18,-3.21,18,-3.21,18,-4.67,18,-4.67,18,-4.67,18,-4.67,18,-4.67,18
MSBI,under,2024-08-15,21.52,0.05,15.1,322,0.71,3.69,-13.92,-42.74,-24.41,8.41,41.7,2.9,,3.0,-1.83,34,-1.83,34,-1.83,34,-1.83,34,-1.83,34,23.05,60,20.0,58,23.05,60,11.08,44,14.78,50,23.05,60,20.0,58,23.05,60,11.08,44,14.78,50
MSBI,under,2024-08-21,21.83,1.27,15.1,326,0.38,2.84,-14.39,-41.91,-23.32,9.97,45.6,2.41,,4.0,-2.43,30,-2.43,30,-2.43,30,-2.43,30,-2.43,30,22.31,60,20.0,54,22.31,60,8.53,39,11.37,46,22.31,60,20.0,54,22.31,60,8.53,39,11.37,46
MSBI,under,2024-09-11,22.02,1.35,15.1,340,0.9,2.44,4.61,-41.41,-22.66,10.93,45.3,1.51,,5.0,-2.95,15,-2.95,15,-2.95,15,-2.95,15,-2.95,15,-4.11,16,-4.11,16,-4.11,16,-4.11,16,-4.11,16,22.39,60,20.0,40,22.39,60,7.32,25,9.76,32
MSEX,upper,2020-03-02,64.43,6.76,-30.0,41,1.57,3.55,-1.27,-7.85,-7.85,22.7,46.3,3.3,2.0,,-10.94,8,-10.94,8,-10.94,8,-10.94,8,-10.94,8,-12.71,8,-12.71,8,-12.71,8,-12.71,8,-12.71,8,-14.49,8,-14.49,8,-14.49,8,-14.49,8,-14.49,8
MSEX,upper,2020-05-05,61.81,0.4,-44.8,41,0.99,3.23,1.53,-11.6,-11.6,26.69,53.9,4.49,2.0,,-5.49,8,-5.49,8,-5.49,8,-5.49,8,-5.49,8,5.0,60,5.0,60,5.0,60,9.7,16,12.94,20,5.0,60,5.0,60,5.0,60,9.7,16,12.94,20
MSEX,upper,2020-05-07,61.88,0.99,-44.8,43,0.79,3.3,2.18,-11.5,-11.5,26.83,54.0,4.39,3.0,,6.69,60,6.69,60,6.69,60,9.9,14,13.2,18,6.69,60,6.69,60,6.69,60,9.9,14,13.2,18,6.69,60,6.69,60,6.69,60,9.9,14,13.2,18
MSEX,upper,2020-05-18,63.55,5.44,-44.8,50,1.46,3.42,8.6,-9.11,-9.11,30.25,57.9,4.89,4.0,,7.25,60,7.25,60,7.25,60,10.25,11,13.67,13,7.25,60,7.25,60,7.25,60,10.25,11,13.67,13,7.25,60,7.25,60,7.25,60,10.25,11,13.67,13
MSEX,upper,2021-06-03,85.99,0.19,-0.3,79,0.64,2.3,7.7,-1.29,-1.29,44.28,67.6,11.72,2.0,,-2.5,13,-2.5,13,-2.5,13,-2.5,13,-2.5,13,-3.64,14,-3.64,14,-3.64,14,-3.64,14,-3.64,14,-4.79,14,-4.79,14,-4.79,14,-4.79,14,-4.79,14
MSEX,upper,2021-06-07,87.74,2.23,-0.3,81,0.66,2.29,8.76,-0.15,-0.15,47.21,72.1,12.31,3.0,,-4.48,11,-4.48,11,-4.48,11,-4.48,11,-4.48,11,-5.62,12,-5.62,12,-5.62,12,-5.62,12,-5.62,12,-6.77,12,-6.77,12,-6.77,12,-6.77,12,-6.77,12
MSEX,upper,2021-07-13,96.86,12.89,-0.3,106,6.35,2.67,11.51,-1.01,-1.01,62.52,77.8,26.11,4.0,,9.8,60,20.0,41,9.8,60,8.01,14,10.68,16,9.8,60,20.0,41,9.8,60,8.01,14,10.68,16,9.8,60,20.0,41,9.8,60,8.01,14,10.68,16
MSEX,upper,2022-09-14,91.85,0.94,-33.8,113,1.79,2.19,-3.57,-24.35,-24.35,21.22,55.2,7.36,2.0,,-3.6,3,-3.6,3,-3.6,3,-3.6,3,-3.6,3,-4.69,3,-4.69,3,-4.69,3,-4.69,3,-4.69,3,-5.78,3,-5.78,3,-5.78,3,-5.78,3,-5.78,3
MSEX,upper,2022-11-10,89.94,1.54,-30.7,39,0.83,3.3,11.23,-25.93,-25.93,21.21,60.4,11.33,2.0,,-9.57,34,-9.57,34,-9.57,34,-9.57,34,-9.57,34,-11.21,34,-11.21,34,-11.21,34,-11.21,34,-11.21,34,-12.86,34,-12.86,34,-12.86,34,-12.86,34,-12.86,34
MSEX,upper,2023-06-20,82.85,0.23,-23.2,141,0.58,2.38,10.04,-31.77,-13.87,24.57,61.2,18.67,2.0,,-2.92,3,-2.92,3,-2.92,3,-2.92,3,-2.92,3,-4.12,3,-4.12,3,-4.12,3,-4.12,3,-4.12,3,-5.31,3,-5.31,3,-5.31,3,-5.31,3,-5.31,3
MSEX,upper,2023-08-07,81.75,0.87,-22.5,33,0.82,2.01,5.42,-32.67,-15.01,22.91,53.9,6.11,2.0,,-2.98,1,-2.98,1,-2.98,1,-2.98,1,-2.98,1,-4.69,8,-4.69,8,-4.69,8,-4.69,8,-4.69,8,-6.58,17,-6.58,17,-6.58,17,-6.58,17,-6.58,17
MSEX,upper,2023-08-11,81.02,0.38,-22.5,37,1.69,2.12,0.16,-33.27,-15.77,21.82,51.0,6.17,3.0,,-2.9,4,-2.9,4,-2.9,4,-2.9,4,-2.9,4,-4.46,9,-4.46,9,-4.46,9,-4.46,9,-4.46,9,-5.92,13,-5.92,13,-5.92,13,-5.92,13,-5.92,13
MSEX,upper,2024-09-23,65.75,0.48,-20.4,35,0.94,2.83,7.65,-45.85,-10.51,44.76,57.5,7.91,2.0,,-3.49,2,-3.49,2,-3.49,2,-3.49,2,-3.49,2,-5.53,9,-5.53,9,-5.53,9,-5.53,9,-5.53,9,-6.95,9,-6.95,9,-6.95,9,-6.95,9,-6.95,9
MSEX,upper,2024-09-30,65.24,0.15,-20.4,40,0.73,2.92,3.54,-46.27,-11.2,43.64,55.1,7.25,3.0,,-3.43,4,-3.43,4,-3.43,4,-3.43,4,-3.43,4,-4.89,4,-4.89,4,-4.89,4,-4.89,4,-4.89,4,-6.35,4,-6.35,4,-6.35,4,-6.35,4,-6.35,4
MSEX,upper,2024-10-14,64.59,0.05,-20.4,50,0.49,2.47,-4.23,-46.8,-12.09,42.21,54.2,6.54,4.0,,-3.6,12,-3.6,12,-3.6,12,-3.6,12,-3.6,12,-4.93,13,-4.93,13,-4.93,13,-4.93,13,-4.93,13,-8.81,43,-8.81,43,-8.81,43,7.42,17,-8.81,43
MSEX,upper,2024-10-28,64.45,0.74,-20.4,60,1.06,2.5,-1.21,-46.92,-12.28,41.9,50.9,3.9,5.0,,-3.42,2,-3.42,2,-3.42,2,-3.42,2,-3.42,2,-4.76,3,-4.76,3,-4.76,3,-4.76,3,-4.76,3,-8.66,33,-8.66,33,-8.66,33,7.51,7,-8.66,33
MSEX,upper,2024-11-01,65.27,2.39,-20.4,64,2.33,2.9,3.0,-46.24,-11.16,43.7,54.5,4.49,6.0,,-7.33,24,-7.33,24,-7.33,24,-7.33,24,-7.33,24,-8.95,26,-8.95,26,-8.95,26,-8.95,26,-8.95,26,-10.66,29,-10.66,29,-10.66,29,-10.66,29,-10.66,29
MSEX,upper,2026-07-13,55.42,0.79,-16.1,176,0.6,2.67,5.64,-54.36,-10.87,25.47,56.6,12.97,2.0,,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23,6.23,23
MSEX,upper,2026-07-16,56.98,3.84,-16.1,179,0.7,2.77,8.57,-53.07,-8.36,29.0,63.0,13.62,3.0,,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20,3.32,20
MSTR,upper,2020-09-09,14.12,0.6,-14.3,202,1.19,2.94,4.67,-95.76,-14.42,56.89,53.2,1.67,2.0,,134.84,60,20.0,5,40.0,48,8.83,4,11.78,5,134.84,60,20.0,5,40.0,48,8.83,4,11.78,5,134.84,60,20.0,5,40.0,48,8.83,4,11.78,5
MSTR,upper,2020-09-11,14.11,0.65,-14.3,204,0.98,2.97,2.99,-95.76,-14.48,56.78,52.9,1.68,3.0,,138.27,60,20.0,3,40.0,46,8.91,2,11.89,3,138.27,60,20.0,3,40.0,46,8.91,2,11.89,3,138.27,60,20.0,3,40.0,46,8.91,2,11.89,3
MSTR,upper,2024-10-18,215.86,9.23,-2.1,142,1.4,7.57,49.1,-35.18,-4.97,1585.09,68.9,3521.92,2.0,,70.02,60,20.0,6,40.0,16,22.71,7,30.28,16,70.02,60,20.0,6,40.0,16,22.71,7,30.28,16,70.02,60,20.0,6,40.0,16,22.71,7,30.28,16
MSTR,under,2020-03-05,13.69,0.64,21.8,155,1.53,2.46,-10.41,-95.89,-17.03,13.61,34.9,0.88,,2.0,-2.94,2,-2.94,2,-2.94,2,-2.94,2,-2.94,2,-4.17,2,-4.17,2,-4.17,2,-4.17,2,-4.17,2,-5.4,2,-5.4,2,-5.4,2,-5.4,2,-5.4,2
MSTR,under,2020-09-21,15.22,0.45,21.8,293,1.11,4.91,4.89,-95.43,-13.82,69.11,54.8,2.2,,36.0,87.78,60,20.0,22,40.0,42,14.73,22,19.64,22,87.78,60,20.0,22,40.0,42,14.73,22,19.64,22,87.78,60,20.0,22,40.0,42,14.73,22,19.64,22
MSTR,under,2020-10-07,15.31,0.1,21.8,305,0.36,3.39,8.43,-95.4,-13.31,70.11,55.7,2.22,,39.0,177.73,60,20.0,10,40.0,30,10.16,3,13.55,10,177.73,60,20.0,10,40.0,30,10.16,3,13.55,10,177.73,60,20.0,10,40.0,30,10.16,3,13.55,10
MSTR,under,2022-05-10,22.55,7.84,21.8,705,2.84,17.82,-48.33,-93.23,-74.7,8.21,26.0,13.52,,40.0,-25.02,1,-25.02,1,-25.02,1,-25.02,1,-25.02,1,-33.85,2,-33.85,2,-33.85,2,-33.85,2,-33.85,2,41.55,60,20.0,14,40.0,58,41.55,60,41.55,60
MSTR,under,2022-05-26,21.61,2.38,21.8,717,0.72,17.15,-46.04,-93.51,-75.76,61.15,38.4,28.99,,43.0,-18.63,11,20.0,2,-18.63,11,-18.63,11,-18.63,11,-27.2,11,20.0,2,-27.2,11,-27.2,11,-27.2,11,23.0,60,20.0,2,40.0,46,51.44,47,23.0,60
MSTR,under,2022-09-08,23.45,5.09,21.8,788,1.07,8.7,-30.17,-92.96,-73.69,74.87,42.0,11.62,,51.0,-13.1,6,-13.1,6,-13.1,6,-13.1,6,-13.1,6,-17.3,8,-17.3,8,-17.3,8,-17.3,8,-17.3,8,-21.42,11,-21.42,11,-21.42,11,-21.42,11,-21.42,11
MSTR,under,2022-09-14,22.6,0.97,21.8,792,0.95,8.78,-34.03,-93.21,-74.65,68.53,41.2,12.89,,52.0,-9.58,2,-9.58,2,-9.58,2,-9.58,2,-9.58,2,-13.82,4,-13.82,4,-13.82,4,-13.82,4,-13.82,4,-17.98,7,-17.98,7,-17.98,7,-17.98,7,-17.98,7
MSTR,under,2023-01-25,24.58,2.27,21.8,883,0.53,7.53,51.08,-92.62,-52.98,85.37,68.9,17.34,,72.0,-7.51,29,20.0,6,-7.51,29,22.58,6,-7.51,29,-11.19,30,20.0,6,-11.19,30,22.58,6,-11.19,30,-14.88,31,20.0,6,-14.88,31,22.58,6,-14.88,31
MSTR,under,2023-02-10,24.34,0.33,21.8,895,0.7,8.21,15.79,-92.69,-53.44,83.56,51.3,15.08,,73.0,-7.12,18,20.0,3,-7.12,18,24.62,4,-7.12,18,-11.23,18,20.0,3,-11.23,18,24.62,4,-11.23,18,-15.25,19,20.0,3,-15.25,19,24.62,4,-15.25,19
MSTR,under,2023-03-02,25.29,3.19,21.8,908,0.92,7.64,-5.6,-92.41,-51.63,90.72,48.6,13.48,,74.0,-10.35,5,-10.35,5,-10.35,5,-10.35,5,-10.35,5,-14.17,5,-14.17,5,-14.17,5,-14.17,5,-14.17,5,-17.92,6,-17.92,6,-17.92,6,-17.92,6,-17.92,6
MTDR,upper,2021-06-08,33.59,1.93,-2.1,672,0.93,4.42,19.92,-4.63,-1.03,434.02,71.0,47.92,2.0,,-6.38,7,-6.38,7,-6.38,7,-6.38,7,-6.38,7,-8.76,28,-8.76,28,-8.76,28,-8.76,28,-8.76,28,-10.97,28,-10.97,28,-10.97,28,-10.97,28,-10.97,28
MTDR,upper,2021-06-21,33.92,3.01,-2.1,681,0.89,4.61,17.49,-3.69,-2.84,439.27,61.5,45.21,3.0,,-7.69,19,-7.69,19,-7.69,19,-7.69,19,-7.69,19,-10.0,19,-10.0,19,-10.0,19,-10.0,19,-10.0,19,-12.31,19,-12.31,19,-12.31,19,-12.31,19,-12.31,19
MTDR,upper,2023-01-19,60.54,2.35,-67.9,43,0.94,3.79,10.98,-17.95,-17.95,61.44,56.8,50.74,2.0,,-15.72,23,-15.72,23,-15.72,23,11.38,5,-15.72,23,-23.38,38,-23.38,38,-23.38,38,11.38,5,-23.38,38,-25.28,38,-25.28,38,-25.28,38,11.38,5,-25.28,38
MTDR,upper,2023-02-23,54.1,1.92,-67.9,67,1.46,5.54,-18.01,-26.67,-26.67,31.41,37.1,72.07,3.0,,-13.01,13,-13.01,13,-13.01,13,-13.01,13,-13.01,13,-16.19,14,-16.19,14,-16.19,14,-16.19,14,-16.19,14,-18.96,14,-18.96,14,-18.96,14,-18.96,14,-18.96,14
MTDR,upper,2023-09-25,58.37,1.0,-24.4,165,0.6,3.31,-4.04,-20.89,-20.89,38.84,42.4,72.69,2.0,,-5.06,7,-5.06,7,-5.06,7,-5.06,7,-5.06,7,-6.72,7,-6.72,7,-6.72,7,-6.72,7,-6.72,7,-8.37,7,-8.37,7,-8.37,7,-8.37,7,-8.37,7
MTDR,upper,2024-03-27,65.4,0.41,-8.7,108,1.65,2.23,4.31,-11.36,-5.76,55.57,55.5,91.32,2.0,,-3.46,23,-3.46,23,-3.46,23,6.7,6,-3.46,23,-4.58,23,-4.58,23,-4.58,23,6.7,6,-4.58,23,-5.73,24,-5.73,24,-5.73,24,6.7,6,-5.73,24
MTDR,upper,2024-04-23,65.14,0.66,-8.7,126,0.76,2.8,-4.97,-11.71,-8.36,54.95,44.3,120.38,3.0,,-3.63,5,-3.63,5,-3.63,5,-3.63,5,-3.63,5,-5.07,6,-5.07,6,-5.07,6,-5.07,6,-5.07,6,-6.47,6,-6.47,6,-6.47,6,-6.47,6,-6.47,6
