ticker,side,event_date,entry,gap_vs_line_pct,slope_yr_pct,days_since_anchor,vol_ratio20,atr_pct,runup_20d,dist_from_ath_pct,dist_hi_52w_pct,dist_lo_52w_pct,rsi14,dollar_vol_m,attempt_no,touch_no,ret_s10_none,days_s10_none,ret_s10_tp20,days_s10_tp20,ret_s10_tp40,days_s10_tp40,ret_s10_atr3x,days_s10_atr3x,ret_s10_atr4x,days_s10_atr4x,ret_s15_none,days_s15_none,ret_s15_tp20,days_s15_tp20,ret_s15_tp40,days_s15_tp40,ret_s15_atr3x,days_s15_atr3x,ret_s15_atr4x,days_s15_atr4x,ret_s20_none,days_s20_none,ret_s20_tp20,days_s20_tp20,ret_s20_tp40,days_s20_tp40,ret_s20_atr3x,days_s20_atr3x,ret_s20_atr4x,days_s20_atr4x
AAON,upper,2020-05-06,31.28,0.79,-76.6,43,0.81,4.74,-0.06,-21.8,-21.8,15.89,48.6,7.86,2.0,,26.28,60,20.0,14,26.28,60,14.22,13,18.96,14,26.28,60,20.0,14,26.28,60,14.22,13,18.96,14,26.28,60,20.0,14,26.28,60,14.22,13,18.96,14
AAON,upper,2021-07-09,42.11,0.22,-46.3,91,0.42,2.62,-0.94,-22.26,-22.26,19.46,49.1,8.32,2.0,,-3.58,3,-3.58,3,-3.58,3,-3.58,3,-3.58,3,6.2,60,6.2,60,6.2,60,7.86,21,10.48,22,6.2,60,6.2,60,6.2,60,7.86,21,10.48,22
AAON,upper,2021-07-29,41.41,2.02,-46.3,105,0.53,2.24,-0.77,-23.56,-23.56,15.0,51.6,5.34,3.0,,13.86,60,13.86,60,13.86,60,6.73,6,8.97,6,13.86,60,13.86,60,13.86,60,6.73,6,8.97,6,13.86,60,13.86,60,13.86,60,6.73,6,8.97,6
AAON,upper,2023-06-16,63.87,1.09,-56.6,28,1.66,2.59,4.7,-8.17,-8.17,95.62,56.3,21.88,2.0,,-16.52,42,-16.52,42,-16.52,42,7.77,19,10.36,20,-17.81,42,-17.81,42,-17.81,42,7.77,19,10.36,20,-19.11,42,-19.11,42,-19.11,42,7.77,19,10.36,20
AAON,upper,2023-08-25,60.7,0.74,-91.9,15,0.45,7.87,-11.62,-14.97,-14.97,74.93,47.6,22.87,2.0,,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60,4.15,60
AAT,upper,2020-02-04,46.38,0.4,-22.3,39,0.8,1.44,0.35,-5.85,-5.85,8.64,49.2,12.05,2.0,,-2.44,6,-2.44,6,-2.44,6,-2.44,6,-2.44,6,-3.16,6,-3.16,6,-3.16,6,-3.16,6,-3.16,6,-4.67,14,-4.67,14,-4.67,14,-4.67,14,-4.67,14
AAT,upper,2022-04-01,38.71,0.25,-9.6,552,1.22,2.22,2.92,-21.42,-5.19,19.4,62.9,10.54,2.0,,-2.5,1,-2.5,1,-2.5,1,-2.5,1,-2.5,1,-3.65,2,-3.65,2,-3.65,2,-3.65,2,-3.65,2,-4.76,2,-4.76,2,-4.76,2,-4.76,2,-4.76,2
AAT,under,2020-03-09,37.31,0.22,10.2,508,1.1,4.25,-19.01,-24.26,-24.26,0.54,22.2,15.63,,1.0,-4.39,2,-4.39,2,-4.39,2,-4.39,2,-4.39,2,-6.47,3,-6.47,3,-6.47,3,-6.47,3,-6.47,3,-8.6,3,-8.6,3,-8.6,3,-8.6,3,-8.6,3
AAT,under,2023-08-01,22.2,1.68,2.4,847,1.26,2.45,12.8,-54.93,-27.95,38.4,64.5,8.29,,24.0,-4.01,10,-4.01,10,-4.01,10,-4.01,10,-4.01,10,-5.23,11,-5.23,11,-5.23,11,-5.23,11,-5.23,11,-6.44,13,-6.44,13,-6.44,13,-6.44,13,-6.44,13
AAT,under,2023-08-14,21.93,0.35,2.4,856,0.61,2.37,5.18,-55.48,-28.82,36.72,53.1,8.09,,25.0,-2.72,1,-2.72,1,-2.72,1,-2.72,1,-2.72,1,-3.9,2,-3.9,2,-3.9,2,-3.9,2,-3.9,2,-5.06,4,-5.06,4,-5.06,4,-5.06,4,-5.06,4
AAT,under,2024-01-17,22.47,1.79,2.4,963,1.05,2.7,-2.3,-54.38,-24.42,40.09,50.5,6.16,,47.0,-4.32,15,-4.32,15,-4.32,15,-4.32,15,-4.32,15,-5.66,15,-5.66,15,-5.66,15,-5.66,15,-5.66,15,-6.84,34,-6.84,34,-6.84,34,-6.84,34,-6.84,34
AAT,under,2024-02-01,22.44,1.55,2.4,974,1.01,3.06,0.81,-54.45,-24.52,39.9,45.6,7.26,,48.0,-4.54,4,-4.54,4,-4.54,4,-4.54,4,-4.54,4,-5.96,16,-5.96,16,-5.96,16,-5.96,16,-5.96,16,-7.42,23,-7.42,23,-7.42,23,-7.42,23,-7.42,23
AAT,under,2024-07-01,22.4,0.38,2.4,1077,1.08,2.23,2.99,-54.53,-6.35,30.61,61.7,7.89,,73.0,-2.58,3,-2.58,3,-2.58,3,-2.58,3,-2.58,3,20.71,60,20.0,21,20.71,60,6.68,9,8.9,10,20.71,60,20.0,21,20.71,60,6.68,9,8.9,10
ABCB,upper,2021-03-03,50.16,1.04,-5.7,679,2.49,3.19,21.04,-15.06,-3.5,192.99,67.6,17.45,2.0,,-4.99,34,-4.99,34,-4.99,34,9.56,7,12.74,11,9.83,60,9.83,60,9.83,60,9.56,7,12.74,11,9.83,60,9.83,60,9.83,60,9.56,7,12.74,11
ABCB,upper,2021-04-21,49.38,0.26,-5.7,713,0.87,3.35,-5.02,-16.38,-14.58,188.43,42.3,20.83,3.0,,-3.66,2,-3.66,2,-3.66,2,-3.66,2,-3.66,2,-4.5,60,20.0,22,-4.5,60,10.05,6,13.41,10,-4.5,60,20.0,22,-4.5,60,10.05,6,13.41,10
ABCB,upper,2021-04-23,50.81,3.21,-5.7,715,1.19,3.61,-3.55,-13.95,-12.11,196.79,49.1,21.4,4.0,,-7.88,52,-7.88,52,-7.88,52,10.83,8,14.44,20,-9.84,59,-9.84,59,-9.84,59,10.83,8,14.44,20,-8.44,60,-8.44,60,-8.44,60,10.83,8,14.44,20
ABCB,upper,2021-07-09,49.84,2.49,-5.7,768,0.96,3.2,-7.79,-16.73,-16.73,144.43,42.2,22.58,5.0,,-5.77,6,-5.77,6,-5.77,6,-5.77,6,-5.77,6,-7.37,6,-7.37,6,-7.37,6,-7.37,6,-7.37,6,-8.97,6,-8.97,6,-8.97,6,-8.97,6,-8.97,6
ABCB,upper,2021-08-23,48.79,0.22,-56.2,53,0.46,2.57,3.7,-18.48,-18.48,133.89,47.8,19.61,2.0,,10.47,60,10.47,60,10.47,60,7.72,24,10.29,30,10.47,60,10.47,60,10.47,60,7.72,24,10.29,30,10.47,60,10.47,60,10.47,60,7.72,24,10.29,30
ABCB,upper,2021-09-13,47.67,2.52,-56.2,67,2.05,2.73,-5.47,-20.35,-20.35,128.52,46.0,13.62,3.0,,3.8,60,3.8,60,3.8,60,8.2,10,10.93,10,3.8,60,3.8,60,3.8,60,8.2,10,10.93,10,3.8,60,3.8,60,3.8,60,8.2,10,10.93,10
ABCB,upper,2022-11-04,51.75,1.98,-10.7,204,0.85,3.02,6.99,-13.53,-8.63,35.4,61.9,20.98,2.0,,-6.15,27,-6.15,27,-6.15,27,-6.15,27,-6.15,27,-7.66,27,-7.66,27,-7.66,27,-7.66,27,-7.66,27,-9.22,28,-9.22,28,-9.22,28,-9.22,28,-9.22,28
ABCB,upper,2024-01-04,50.44,0.3,-6.4,286,0.85,3.09,10.23,-15.72,-6.32,78.04,55.7,26.25,2.0,,-3.61,8,-3.61,8,-3.61,8,-3.61,8,-3.61,8,-5.15,8,-5.15,8,-5.15,8,-5.15,8,-5.15,8,-6.7,8,-6.7,8,-6.7,8,-6.7,8,-6.7,8
ABCB,upper,2024-01-19,51.54,2.76,-6.4,296,0.8,3.65,-1.79,-13.88,-4.27,81.93,58.0,20.45,3.0,,-6.57,9,-6.57,9,-6.57,9,-6.57,9,-6.57,9,-8.47,12,-8.47,12,-8.47,12,-8.47,12,-8.47,12,-10.32,13,-10.32,13,-10.32,13,-10.32,13,-10.32,13
ABCB,upper,2025-04-09,54.9,6.48,-3.8,301,1.67,4.82,-2.8,-26.37,-26.37,24.15,43.2,28.82,2.0,,22.44,60,20.0,56,22.44,60,14.47,22,19.29,56,22.44,60,20.0,56,22.44,60,14.47,22,19.29,56,22.44,60,20.0,56,22.44,60,14.47,22,19.29,56
ABCB,upper,2025-04-14,51.68,0.28,-3.8,304,0.74,5.73,-10.6,-30.69,-30.69,16.87,36.8,27.08,3.0,,30.51,60,20.0,19,30.51,60,17.2,13,22.93,19,30.51,60,20.0,19,30.51,60,17.2,13,22.93,19,30.51,60,20.0,19,30.51,60,17.2,13,22.93,19
ABCB,upper,2026-02-25,80.88,1.19,-39.2,17,0.81,2.99,0.84,-8.07,-8.07,67.56,47.1,42.55,2.0,,-4.55,2,-4.55,2,-4.55,2,-4.55,2,-4.55,2,-6.24,3,-6.24,3,-6.24,3,-6.24,3,-6.24,3,-8.7,8,-8.7,8,-8.7,8,-8.7,8,-8.7,8
ABCB,upper,2026-03-03,79.34,0.05,-39.2,21,1.01,3.52,-0.69,-9.82,-9.82,64.37,44.6,43.47,3.0,,-4.16,3,-4.16,3,-4.16,3,-4.16,3,-4.16,3,-6.12,4,-6.12,4,-6.12,4,-6.12,4,-6.12,4,6.64,60,6.64,60,6.64,60,10.56,45,6.64,60
ABCB,upper,2026-03-25,77.37,0.7,-39.2,37,0.63,2.76,-4.34,-12.06,-12.06,60.29,49.4,51.69,4.0,,12.91,60,12.91,60,12.91,60,8.29,10,11.06,16,12.91,60,12.91,60,12.91,60,8.29,10,11.06,16,12.91,60,12.91,60,12.91,60,8.29,10,11.06,16
ABCB,upper,2026-03-30,76.53,0.2,-39.2,40,0.82,2.29,-3.52,-13.01,-13.01,58.55,46.3,46.88,5.0,,18.16,60,18.16,60,18.16,60,6.87,6,9.16,7,18.16,60,18.16,60,18.16,60,6.87,6,9.16,7,18.16,60,18.16,60,18.16,60,6.87,6,9.16,7
ABCB,under,2023-05-04,29.65,3.34,16.4,785,1.22,5.15,-11.73,-50.46,-45.34,4.66,29.7,14.48,,2.0,47.22,60,20.0,22,40.0,56,15.45,20,20.6,22,47.22,60,20.0,22,40.0,56,15.45,20,20.6,22,47.22,60,20.0,22,40.0,56,15.45,20,20.6,22
ABCB,under,2023-05-11,29.02,0.84,16.4,790,0.96,5.32,-15.25,-51.51,-46.5,2.44,30.4,14.26,,3.0,53.69,60,20.0,15,40.0,49,15.97,8,21.3,17,53.69,60,20.0,15,40.0,49,15.97,8,21.3,17,53.69,60,20.0,15,40.0,49,15.97,8,21.3,17
ABG,upper,2020-03-02,93.03,3.24,-77.6,47,1.46,3.98,-3.55,-24.64,-24.64,41.94,41.4,23.23,2.0,,-9.94,5,-9.94,5,-9.94,5,-9.94,5,-9.94,5,-11.93,5,-11.93,5,-11.93,5,-11.93,5,-11.93,5,-13.92,5,-13.92,5,-13.92,5,-13.92,5,-13.92,5
ABG,upper,2020-06-02,74.25,0.42,-66.8,70,0.65,6.15,12.53,-39.85,-39.85,88.64,58.0,17.54,2.0,,34.98,60,20.0,25,40.0,35,18.46,25,24.61,28,34.98,60,20.0,25,40.0,35,18.46,25,24.61,28,34.98,60,20.0,25,40.0,35,18.46,25,24.61,28
ABG,upper,2023-01-23,191.84,0.55,-14.3,109,0.56,3.19,16.14,-16.94,-5.92,38.13,62.5,32.44,2.0,,7.54,60,20.0,7,7.54,60,9.56,4,12.75,4,7.54,60,20.0,7,7.54,60,9.56,4,12.75,4,7.54,60,20.0,7,7.54,60,9.56,4,12.75,4
ABG,upper,2023-01-25,193.64,1.62,-14.3,111,1.02,3.0,14.57,-16.16,-5.04,39.43,62.8,30.02,3.0,,5.31,60,20.0,5,5.31,60,9.01,2,12.02,2,5.31,60,20.0,5,5.31,60,9.01,2,12.02,2,5.31,60,20.0,5,5.31,60,9.01,2,12.02,2
ABG,upper,2023-12-13,221.75,0.79,-29.8,19,1.69,2.94,1.45,-13.51,-13.51,40.82,58.9,27.81,2.0,,-5.52,13,-5.52,13,-5.52,13,-5.52,13,-5.52,13,-7.12,14,-7.12,14,-7.12,14,-7.12,14,-7.12,14,-9.41,20,-9.41,20,-9.41,20,-9.41,20,-9.41,20
ABG,upper,2024-04-09,229.98,1.66,-15.4,78,0.84,2.52,9.24,-10.3,-10.3,28.91,61.3,35.92,2.0,,-4.23,1,-4.23,1,-4.23,1,-4.23,1,-4.23,1,-5.55,2,-5.55,2,-5.55,2,-5.55,2,-5.55,2,-7.01,5,-7.01,5,-7.01,5,-7.01,5,-7.01,5
ABG,upper,2024-05-28,232.44,0.05,-10.6,41,0.8,2.57,6.39,-9.34,-9.34,30.29,54.0,39.34,2.0,,-3.01,9,-3.01,9,-3.01,9,-3.01,9,-3.01,9,-0.67,60,-0.67,60,-0.67,60,7.7,32,10.26,33,-0.67,60,-0.67,60,-0.67,60,7.7,32,10.26,33
ABG,upper,2024-05-30,233.61,0.64,-10.6,43,0.76,2.57,10.9,-8.88,-8.88,30.95,54.6,38.02,3.0,,-3.52,7,-3.52,7,-3.52,7,-3.52,7,-3.52,7,4.47,60,4.47,60,4.47,60,7.72,30,10.3,31,4.47,60,4.47,60,4.47,60,7.72,30,10.3,31
ABG,upper,2024-06-12,234.54,1.44,-10.6,52,1.06,2.59,-3.48,-8.52,-8.52,31.47,53.1,34.16,4.0,,-4.36,8,-4.36,8,-4.36,8,-4.36,8,-4.36,8,-4.83,60,-4.83,60,-4.83,60,7.78,21,10.37,22,-4.83,60,-4.83,60,-4.83,60,7.78,21,10.37,22
ABG,upper,2024-06-17,235.75,2.1,-10.6,55,0.73,2.72,-2.23,-8.05,-8.05,32.15,54.1,33.15,5.0,,-4.99,5,-4.99,5,-4.99,5,-4.99,5,-4.99,5,-8.62,58,-8.62,58,-8.62,58,8.15,18,10.87,30,-9.98,58,-9.98,58,-9.98,58,8.15,18,10.87,30
ABG,upper,2024-07-11,243.55,6.23,-10.6,71,1.01,2.32,5.75,-5.01,-4.51,36.52,64.2,49.59,6.0,,-8.9,17,-8.9,17,-8.9,17,6.96,14,9.28,14,-11.09,42,-11.09,42,-11.09,42,6.96,14,9.28,14,-12.25,42,-12.25,42,-12.25,42,6.96,14,9.28,14
ABG,upper,2024-08-08,234.3,3.11,-10.6,91,0.45,4.92,-3.8,-15.45,-15.45,31.33,45.1,44.95,7.0,,-8.88,22,-8.88,22,-8.88,22,-8.88,22,-8.88,22,-2.7,60,-2.7,60,-2.7,60,-2.7,60,-2.7,60,-2.7,60,-2.7,60,-2.7,60,-2.7,60,-2.7,60
ABG,upper,2024-08-13,229.85,1.29,-10.6,94,0.6,4.78,-11.47,-17.06,-17.06,28.84,43.3,40.52,8.0,,-6.88,19,-6.88,19,-6.88,19,-6.88,19,-6.88,19,12.77,60,12.77,60,12.77,60,14.35,60,12.77,60,12.77,60,12.77,60,12.77,60,14.35,60,12.77,60
ABG,upper,2024-08-15,231.99,2.32,-10.6,96,0.89,4.91,-7.54,-16.29,-16.29,30.04,46.1,39.92,9.0,,-7.91,17,-7.91,17,-7.91,17,-7.91,17,-7.91,17,12.27,60,12.27,60,12.27,60,12.27,60,12.27,60,12.27,60,12.27,60,12.27,60,12.27,60,12.27,60
ABG,upper,2024-08-21,235.04,3.85,-10.6,100,0.88,4.22,-4.07,-15.19,-15.19,31.75,49.3,37.29,10.0,,-8.48,13,-8.48,13,-8.48,13,-8.48,13,-8.48,13,-10.6,13,-10.6,13,-10.6,13,-10.6,13,-10.6,13,11.31,60,11.31,60,11.31,60,12.67,57,11.31,60
ABG,upper,2025-12-24,240.89,0.75,-25.7,117,0.79,3.19,3.11,-22.93,-22.93,19.44,55.8,44.01,2.0,,-4.52,5,-4.52,5,-4.52,5,-4.52,5,-4.52,5,-8.76,28,-8.76,28,-8.76,28,-8.76,28,-8.76,28,-12.15,44,-12.15,44,-12.15,44,-12.15,44,-12.15,44
ABG,upper,2026-01-05,240.19,1.17,-25.7,123,0.93,2.52,2.69,-23.15,-23.15,19.09,54.4,46.14,3.0,,-6.21,22,-6.21,22,-6.21,22,7.55,12,-6.21,22,-7.47,22,-7.47,22,-7.47,22,7.55,12,-7.47,22,-8.73,22,-8.73,22,-8.73,22,7.55,12,-8.73,22
ABG,upper,2026-02-11,232.29,0.9,-25.7,149,0.88,4.02,-5.39,-25.68,-24.2,15.18,46.6,48.9,4.0,,-5.73,7,-5.73,7,-5.73,7,-5.73,7,-5.73,7,-8.2,11,-8.2,11,-8.2,11,-8.2,11,-8.2,11,-10.33,12,-10.33,12,-10.33,12,-10.33,12,-10.33,12
ABG,upper,2026-02-18,229.78,0.28,-25.7,153,0.97,4.06,-6.14,-26.48,-24.28,13.93,45.4,54.25,5.0,,-4.69,3,-4.69,3,-4.69,3,-4.69,3,-4.69,3,-7.19,7,-7.19,7,-7.19,7,-7.19,7,-7.19,7,-9.34,8,-9.34,8,-9.34,8,-9.34,8,-9.34,8
ABG,under,2025-12-05,238.9,1.69,34.8,1440,1.34,3.33,5.42,-23.57,-23.57,18.45,58.1,37.53,,8.0,-4.76,2,-4.76,2,-4.76,2,-4.76,2,-4.76,2,-6.42,2,-6.42,2,-6.42,2,-6.42,2,-6.42,2,-3.67,39,-3.67,39,-3.67,39,-3.67,39,-3.67,39
ABG,under,2025-12-24,240.89,0.97,34.8,1453,0.79,3.19,3.11,-22.93,-22.93,19.44,55.8,44.01,,10.0,-3.68,4,-3.68,4,-3.68,4,-3.68,4,-3.68,4,-5.16,5,-5.16,5,-5.16,5,-5.16,5,-5.16,5,-4.24,26,-4.24,26,-4.24,26,-4.24,26,-4.24,26
ABG,under,2026-01-07,241.77,0.38,34.8,1461,0.77,2.66,1.29,-22.65,-22.65,19.88,56.1,45.23,,12.0,-1.73,11,-1.73,11,-1.73,11,-1.73,11,-1.73,11,-2.58,15,-2.58,15,-2.58,15,-2.58,15,-2.58,15,-3.79,16,-3.79,16,-3.79,16,-3.79,16,-3.79,16
ABG,under,2026-01-13,245.53,1.46,34.8,1465,1.44,3.09,0.78,-21.45,-21.45,21.74,55.0,47.48,,13.0,-3.71,7,-3.71,7,-3.71,7,-3.71,7,-3.71,7,-4.66,12,-4.66,12,-4.66,12,-4.66,12,-4.66,12,-5.96,14,-5.96,14,-5.96,14,-5.96,14,-5.96,14
ABG,under,2026-01-20,244.81,0.69,34.8,1469,0.85,3.21,3.68,-21.68,-21.68,21.39,53.0,43.79,,14.0,-3.53,3,-3.53,3,-3.53,3,-3.53,3,-3.53,3,-4.55,8,-4.55,8,-4.55,8,-4.55,8,-4.55,8,-5.91,10,-5.91,10,-5.91,10,-5.91,10,-5.91,10
ABM,upper,2021-07-09,43.1,1.04,-1.4,121,0.75,2.36,-9.49,-22.31,-22.31,34.77,30.3,20.17,2.0,,8.61,60,8.61,60,8.61,60,7.07,4,9.43,14,8.61,60,8.61,60,8.61,60,7.07,4,9.43,14,8.61,60,8.61,60,8.61,60,7.07,4,9.43,14
ABM,upper,2022-04-12,47.5,0.48,-13.6,244,0.59,2.57,6.45,-14.38,-12.78,23.57,60.2,22.66,2.0,,-4.02,17,-4.02,17,-4.02,17,7.7,5,10.26,5,-5.41,19,-5.41,19,-5.41,19,7.7,5,10.26,5,-6.7,19,-6.7,19,-6.7,19,7.7,5,10.26,5
ABM,upper,2024-08-09,52.8,0.44,-1.6,33,0.62,2.38,2.96,-6.22,-6.22,40.39,50.0,22.23,2.0,,-2.94,20,-2.94,20,-2.94,20,7.15,14,9.53,19,-4.13,20,-4.13,20,-4.13,20,7.15,14,9.53,19,-5.32,20,-5.32,20,-5.32,20,7.15,14,9.53,19
ABM,upper,2024-08-13,53.04,0.9,-1.6,35,0.96,2.34,0.21,-5.79,-5.79,41.03,51.8,20.98,3.0,,-3.35,18,-3.35,18,-3.35,18,7.01,12,9.35,17,-4.51,18,-4.51,18,-4.51,18,7.01,12,9.35,17,-5.68,18,-5.68,18,-5.68,18,7.01,12,9.35,17
ABR,under,2023-04-13,10.42,1.47,22.9,774,1.11,3.55,-9.63,-69.75,-41.39,1.76,27.6,51.27,,5.0,50.58,60,20.0,19,40.0,47,10.65,16,14.2,17,50.58,60,20.0,19,40.0,47,10.65,16,14.2,17,50.58,60,20.0,19,40.0,47,10.65,16,14.2,17
ABR,under,2023-04-24,10.49,1.57,22.9,781,1.53,3.98,-5.58,-69.55,-40.57,3.86,36.2,47.32,,6.0,58.82,60,20.0,15,40.0,46,11.95,9,15.93,10,58.82,60,20.0,15,40.0,46,11.95,9,15.93,10,58.82,60,20.0,15,40.0,46,11.95,9,15.93,10
ABR,under,2024-02-07,12.25,0.78,22.9,980,1.65,4.75,-17.17,-64.44,-30.95,21.29,30.8,69.19,,7.0,-1.88,44,-1.88,44,-1.88,44,14.24,7,-1.88,44,5.22,60,5.22,60,5.22,60,14.24,7,5.22,60,5.22,60,5.22,60,5.22,60,14.24,7,5.22,60
ABR,under,2024-02-13,12.21,0.12,22.9,984,1.21,4.32,-14.62,-64.56,-31.17,20.89,34.7,75.22,,8.0,-1.12,40,-1.12,40,-1.12,40,12.97,3,-1.12,40,5.16,60,5.16,60,5.16,60,12.97,3,5.16,60,5.16,60,5.16,60,5.16,60,12.97,3,5.16,60
ABR,under,2024-04-22,12.76,0.68,22.9,1031,0.78,2.62,-1.09,-62.96,-28.07,26.34,51.3,43.3,,11.0,1.36,56,20.0,16,1.36,56,7.86,15,10.48,15,0.05,56,20.0,16,0.05,56,7.86,15,10.48,15,-1.26,56,20.0,16,-1.26,56,7.86,15,10.48,15
ABR,under,2024-04-26,12.82,0.83,22.9,1035,0.8,3.01,-3.25,-62.79,-27.73,21.29,51.3,45.59,,12.0,0.48,52,20.0,12,0.48,52,9.03,11,12.03,12,-1.02,52,20.0,12,-1.02,52,9.03,11,12.03,12,-2.53,52,20.0,12,-2.53,52,9.03,11,12.03,12
ABR,under,2024-05-03,12.89,0.96,22.9,1040,1.83,3.19,-0.54,-62.58,-27.34,20.47,51.5,49.58,,13.0,-0.26,47,20.0,7,-0.26,47,9.56,6,12.75,7,-1.85,47,20.0,7,-1.85,47,9.56,6,12.75,7,-3.44,47,20.0,7,-3.44,47,9.56,6,12.75,7
ABR,under,2024-05-09,12.84,0.24,22.9,1044,3.33,3.58,3.38,-62.73,-27.62,9.09,48.4,53.93,,14.0,-0.25,43,20.0,3,-0.25,43,10.75,3,14.33,3,-2.04,43,20.0,3,-2.04,43,10.75,3,14.33,3,-3.83,43,20.0,3,-3.83,43,10.75,3,14.33,3
ABR,under,2024-08-13,13.51,0.01,22.9,1109,0.69,3.25,-1.46,-60.78,-17.37,14.78,49.2,42.75,,20.0,-2.93,4,-2.93,4,-2.93,4,-2.93,4,-2.93,4,-4.47,5,-4.47,5,-4.47,5,-4.47,5,-4.47,5,11.25,60,11.25,60,11.25,60,9.74,25,12.99,26
ABR,under,2024-08-29,13.68,0.28,22.9,1121,0.91,2.15,3.64,-60.29,-16.33,16.23,54.0,43.35,,23.0,-2.26,2,-2.26,2,-2.26,2,-2.26,2,-2.26,2,-3.33,2,-3.33,2,-3.33,2,-3.33,2,-3.33,2,-4.32,3,-4.32,3,-4.32,3,-4.32,3,-4.32,3
ABR,under,2025-11-07,9.23,1.76,18.2,1419,1.81,4.4,-18.96,-73.21,-41.43,9.49,18.7,32.69,,1.0,-5.73,6,-5.73,6,-5.73,6,-5.73,6,-5.73,6,-7.93,6,-7.93,6,-7.93,6,-7.93,6,-7.93,6,-10.13,6,-10.13,6,-10.13,6,-10.13,6,-10.13,6
ACA,upper,2022-04-20,56.08,0.09,-15.9,278,1.21,2.38,-3.23,-18.08,-14.75,29.16,53.4,12.43,2.0,,-2.54,1,-2.54,1,-2.54,1,-2.54,1,-2.54,1,-3.8,2,-3.8,2,-3.8,2,-3.8,2,-3.8,2,-5.05,3,-5.05,3,-5.05,3,-5.05,3,-5.05,3
ACA,upper,2022-09-06,57.21,0.92,-11.6,110,1.16,3.1,-7.53,-16.43,-13.05,31.76,44.1,9.89,2.0,,-4.64,13,-4.64,13,-4.64,13,-4.64,13,-4.64,13,6.8,60,6.8,60,6.8,60,9.3,20,12.4,38,6.8,60,6.8,60,6.8,60,9.3,20,12.4,38
ACA,upper,2022-09-19,58.11,2.96,-11.6,119,0.91,2.96,-9.6,-15.12,-11.69,33.83,49.0,9.22,3.0,,-6.03,4,-6.03,4,-6.03,4,-6.03,4,-6.03,4,-0.38,60,-0.38,60,-0.38,60,8.89,11,11.85,30,-0.38,60,-0.38,60,-0.38,60,8.89,11,11.85,30
ACA,upper,2022-09-28,56.76,0.91,-11.6,126,1.6,3.03,-4.92,-17.09,-13.74,30.72,47.7,9.84,4.0,,-2.75,60,-2.75,60,-2.75,60,9.09,4,12.12,4,-2.75,60,-2.75,60,-2.75,60,9.09,4,12.12,4,-2.75,60,-2.75,60,-2.75,60,9.09,4,12.12,4
ACA,upper,2022-12-19,55.59,1.62,-11.6,183,0.93,3.98,-6.45,-18.8,-15.52,28.03,38.5,13.98,5.0,,-6.1,11,-6.1,11,-6.1,11,-6.1,11,-6.1,11,9.79,60,9.79,60,9.79,60,11.93,45,15.91,46,9.79,60,9.79,60,9.79,60,11.93,45,15.91,46
ACA,upper,2022-12-29,54.99,0.87,-11.6,190,0.66,2.93,-10.0,-19.68,-16.43,26.65,39.7,13.69,6.0,,-3.99,4,-3.99,4,-3.99,4,-3.99,4,-3.99,4,11.6,60,11.6,60,11.6,60,8.78,22,11.71,38,11.6,60,11.6,60,11.6,60,8.78,22,11.71,38
ACA,upper,2023-01-10,55.49,2.14,-11.6,197,0.72,2.6,-5.87,-18.95,-15.67,27.8,48.5,14.88,7.0,,5.75,60,5.75,60,5.75,60,7.8,15,10.41,31,5.75,60,5.75,60,5.75,60,7.8,15,10.41,31,5.75,60,5.75,60,5.75,60,7.8,15,10.41,31
ACA,upper,2024-10-04,93.3,2.56,-23.4,28,0.66,2.56,14.09,-3.29,-3.29,50.53,56.8,23.73,2.0,,3.69,60,20.0,36,3.69,60,7.68,23,10.24,23,3.69,60,20.0,36,3.69,60,7.68,23,10.24,23,3.69,60,20.0,36,3.69,60,7.68,23,10.24,23
ACA,upper,2025-03-05,82.34,0.82,-23.4,130,1.6,4.39,-18.76,-27.41,-27.41,13.18,26.9,25.23,3.0,,-5.52,3,-5.52,3,-5.52,3,-5.52,3,-5.52,3,-9.68,22,-9.68,22,-9.68,22,-9.68,22,-9.68,22,-11.87,22,-11.87,22,-11.87,22,-11.87,22,-11.87,22
ACA,upper,2025-03-11,81.5,0.22,-23.4,134,1.31,4.65,-20.36,-28.15,-28.15,12.03,31.8,28.86,4.0,,-6.33,14,-6.33,14,-6.33,14,-6.33,14,-6.33,14,-9.07,18,-9.07,18,-9.07,18,-9.07,18,-9.07,18,-11.4,18,-11.4,18,-11.4,18,-11.4,18,-11.4,18
ACA,upper,2025-03-17,81.24,0.32,-23.4,138,0.74,4.43,-18.84,-28.38,-28.38,11.67,35.5,30.2,5.0,,-5.79,10,-5.79,10,-5.79,10,-5.79,10,-5.79,10,-8.42,14,-8.42,14,-8.42,14,-8.42,14,-8.42,14,-10.63,14,-10.63,14,-10.63,14,-10.63,14,-10.63,14
ACA,upper,2025-03-19,81.82,1.25,-23.4,140,0.85,4.28,-16.98,-27.87,-27.87,12.47,38.6,30.76,6.0,,-6.34,8,-6.34,8,-6.34,8,-6.34,8,-6.34,8,-8.89,12,-8.89,12,-8.89,12,-8.89,12,-8.89,12,-11.03,12,-11.03,12,-11.03,12,-11.03,12,-11.03,12
