check_date,ticker,team,sequence,distance,close_price
2025-09-10,GENI,seq_eq_0,0,9.16,12.56
2025-09-10,RR,seq_eq_0,0,-1.05,2.86
2025-09-10,TSHA,seq_eq_0,0,4.31,3.25
2025-09-10,UCB,seq_eq_0,0,1.51,32.54
2025-09-11,ABUS,seq_gt_1,>1,-17.96,4.9
2025-09-11,DAKT,seq_gt_1,>1,-13.01,22.21
2025-09-11,ECVT,seq_gt_1,>1,0.32,9.23
2025-09-11,MFH,seq_gt_1,>1,-0.95,7.39
2025-09-11,NSSC,seq_gt_1,>1,-7.30,41.49
2025-09-11,RR,seq_gt_1,>1,-12.42,3.22
2025-09-11,SSRM,seq_gt_1,>1,-7.78,22.76
2025-09-11,AQST,seq_eq_0,0,-1.82,4.95
2025-09-11,DK,seq_eq_0,0,13.67,28.67
2025-09-11,DSGN,seq_eq_0,0,11.24,5.96
2025-09-11,GENI,seq_eq_0,0,8.64,12.61
2025-09-11,PLYM,seq_eq_0,0,-0.59,22.06
2025-09-11,TSHA,seq_eq_0,0,4.32,3.24
2025-09-11,UCB,seq_eq_0,0,1.10,32.66
2025-09-12,ABUS,seq_gt_1,>1,-10.09,4.46
2025-09-12,CENX,seq_gt_1,>1,-9.20,26.09
2025-09-12,DAKT,seq_gt_1,>1,-17.44,23.39
2025-09-12,ECVT,seq_gt_1,>1,0.00,9.25
2025-09-12,FUBO,seq_gt_1,>1,-4.45,4.27
2025-09-12,MFH,seq_gt_1,>1,-7.00,7.86
2025-09-12,NSSC,seq_gt_1,>1,-8.42,41.93
2025-09-12,RR,seq_gt_1,>1,-14.33,3.28
2025-09-12,SSRM,seq_gt_1,>1,-6.25,22.39
2025-09-12,AQST,seq_eq_0,0,-3.96,5.05
2025-09-12,ATRC,seq_eq_0,0,8.58,35.07
2025-09-12,DK,seq_eq_0,0,16.77,27.9
2025-09-12,DSGN,seq_eq_0,0,9.62,6.03
2025-09-12,GENI,seq_eq_0,0,9.70,12.48
2025-09-12,PLYM,seq_eq_0,0,-0.36,22.0
2025-09-12,TSHA,seq_eq_0,0,9.77,3.07
2025-09-12,UCB,seq_eq_0,0,1.85,32.41
2025-09-15,ABUS,seq_gt_1,>1,-11.48,4.53
2025-09-15,AMRK,seq_gt_1,>1,-7.60,27.1
2025-09-15,AQST,seq_gt_1,>1,-5.64,5.14
2025-09-15,CENX,seq_gt_1,>1,-8.99,26.03
2025-09-15,DAKT,seq_gt_1,>1,-19.68,24.04
2025-09-15,ECVT,seq_gt_1,>1,-1.28,9.37
2025-09-15,FUBO,seq_gt_1,>1,-6.65,4.36
2025-09-15,MFH,seq_gt_1,>1,-9.09,8.03
2025-09-15,NSSC,seq_gt_1,>1,-12.19,43.66
2025-09-15,RR,seq_gt_1,>1,2.06,3.89
2025-09-15,SSRM,seq_gt_1,>1,-7.33,22.64
2025-09-15,ECVT,seq_eq_1,1,-1.28,9.15
2025-09-15,ATRC,seq_eq_0,0,9.88,34.63
2025-09-15,DK,seq_eq_0,0,14.33,28.48
2025-09-15,DSGN,seq_eq_0,0,12.63,5.86
2025-09-15,GENI,seq_eq_0,0,9.70,12.47
2025-09-15,PLYM,seq_eq_0,0,-0.41,22.0
2025-09-15,TSHA,seq_eq_0,0,11.59,3.02
2025-09-15,UCB,seq_eq_0,0,4.10,31.7
2025-09-16,ABUS,seq_gt_1,>1,-8.86,4.4
2025-09-16,AMRK,seq_gt_1,>1,-9.79,27.69
2025-09-16,CENX,seq_gt_1,>1,-9.10,26.05
2025-09-16,DAKT,seq_gt_1,>1,-18.00,23.55
2025-09-16,DK,seq_gt_1,>1,3.50,31.45
2025-09-16,FUBO,seq_gt_1,>1,-5.36,4.29
2025-09-16,MFH,seq_gt_1,>1,3.25,9.54
2025-09-16,NSSC,seq_gt_1,>1,-10.83,42.93
2025-09-16,REAL,seq_gt_1,>1,-5.46,10.07
2025-09-16,RR,seq_gt_1,>1,2.33,3.87
2025-09-16,SSRM,seq_gt_1,>1,-2.60,21.54
2025-09-16,AQST,seq_eq_0,0,-0.41,4.87
2025-09-16,ATRC,seq_eq_0,0,5.70,35.96
2025-09-16,CMRE,seq_eq_0,0,2.84,12.33
2025-09-16,DSGN,seq_eq_0,0,12.65,5.85
2025-09-16,ECVT,seq_eq_0,0,7.33,9.01
2025-09-16,GENI,seq_eq_0,0,11.49,12.27
2025-09-16,ISPR,seq_eq_0,0,13.54,3.25
2025-09-16,PLYM,seq_eq_0,0,-0.32,21.97
2025-09-16,TSHA,seq_eq_0,0,18.31,2.84
2025-09-16,UCB,seq_eq_0,0,5.57,31.25
2025-09-17,ABUS,seq_gt_1,>1,-9.48,4.43
2025-09-17,CENX,seq_gt_1,>1,-10.34,26.4
2025-09-17,CMRE,seq_gt_1,>1,0.48,12.62
2025-09-17,DAKT,seq_gt_1,>1,-15.09,22.73
2025-09-17,DK,seq_gt_1,>1,4.43,31.16
2025-09-17,ECVT,seq_gt_1,>1,4.54,9.25
2025-09-17,FUBO,seq_gt_1,>1,-3.80,4.21
2025-09-17,MFH,seq_gt_1,>1,-4.74,10.33
2025-09-17,NSSC,seq_gt_1,>1,-9.86,42.4
2025-09-17,REAL,seq_gt_1,>1,-9.00,10.45
2025-09-17,RR,seq_gt_1,>1,-0.75,3.98
2025-09-17,SSRM,seq_gt_1,>1,-3.67,21.78
2025-09-17,MFH,seq_eq_1,1,-4.74,7.16
2025-09-17,RR,seq_eq_1,1,-0.75,2.98
2025-09-17,AMRK,seq_eq_0,0,-6.10,26.54
2025-09-17,AQST,seq_eq_0,0,15.32,4.83
2025-09-17,ATRC,seq_eq_0,0,8.48,35.01
2025-09-17,DSGN,seq_eq_0,0,10.59,5.95
2025-09-17,GENI,seq_eq_0,0,11.32,12.28
2025-09-17,ISPR,seq_eq_0,0,16.09,3.17
2025-09-17,PLYM,seq_eq_0,0,2.74,21.87
2025-09-17,TSHA,seq_eq_0,0,15.52,2.9
2025-09-17,UCB,seq_eq_0,0,4.50,31.56
2025-09-18,ABUS,seq_gt_1,>1,-9.50,4.42
2025-09-18,AMRK,seq_gt_1,>1,-8.47,27.15
2025-09-18,CENX,seq_gt_1,>1,-12.01,26.9
2025-09-18,CMRE,seq_gt_1,>1,-0.47,12.73
2025-09-18,DAKT,seq_gt_1,>1,-15.13,22.74
2025-09-18,DK,seq_gt_1,>1,1.28,32.12
2025-09-18,ECVT,seq_gt_1,>1,3.21,9.36
2025-09-18,FUBO,seq_gt_1,>1,-7.76,4.38
2025-09-18,MFH,seq_gt_1,>1,-0.41,9.86
2025-09-18,NSSC,seq_gt_1,>1,-9.12,41.99
2025-09-18,REAL,seq_gt_1,>1,-11.30,10.71
2025-09-18,RR,seq_gt_1,>1,-12.25,4.49
2025-09-18,SSRM,seq_gt_1,>1,-3.81,21.8
2025-09-18,CMRE,seq_eq_1,1,-0.47,12.6
2025-09-18,AQST,seq_eq_0,0,12.75,4.94
2025-09-18,ATRC,seq_eq_0,0,3.52,36.66
2025-09-18,DSGN,seq_eq_0,0,5.12,6.25
2025-09-18,GENI,seq_eq_0,0,8.59,12.58
2025-09-18,ISPR,seq_eq_0,0,15.82,3.16
2025-09-18,PLYM,seq_eq_0,0,2.09,22.0
2025-09-18,TSHA,seq_eq_0,0,12.04,2.99
2025-09-18,UCB,seq_eq_0,0,1.76,32.39
2025-09-19,ABUS,seq_gt_1,>1,-5.88,4.25
2025-09-19,AQST,seq_gt_1,>1,-1.94,5.67
2025-09-19,CENX,seq_gt_1,>1,-14.18,27.57
2025-09-19,CIA,seq_gt_1,>1,-6.96,5.89
2025-09-19,DAKT,seq_gt_1,>1,-12.83,22.14
2025-09-19,DK,seq_gt_1,>1,3.90,31.3
2025-09-19,ECVT,seq_gt_1,>1,5.46,9.16
2025-09-19,EGAN,seq_gt_1,>1,-1.55,9.05
2025-09-19,FUBO,seq_gt_1,>1,-7.36,4.35
2025-09-19,MFH,seq_gt_1,>1,-1.90,10.0
2025-09-19,NSSC,seq_gt_1,>1,-10.63,42.63
2025-09-19,REAL,seq_gt_1,>1,-12.86,10.89
2025-09-19,RR,seq_gt_1,>1,-11.69,4.45
2025-09-19,SSRM,seq_gt_1,>1,-8.19,22.84
2025-09-19,AQST,seq_eq_1,1,-1.94,5.06
2025-09-19,AMRK,seq_eq_0,0,-7.60,26.83
2025-09-19,ATRC,seq_eq_0,0,4.06,36.43
2025-09-19,CBAN,seq_eq_0,0,4.21,17.58
2025-09-19,CMRE,seq_eq_0,0,3.83,12.28
2025-09-19,DSGN,seq_eq_0,0,8.26,6.05
2025-09-19,ETNB,seq_eq_0,0,-4.24,14.87
2025-09-19,FORM,seq_eq_0,0,-0.06,35.23
2025-09-19,GENI,seq_eq_0,0,6.72,12.79
2025-09-19,ISPR,seq_eq_0,0,31.30,2.78
2025-09-19,NTLA,seq_eq_0,0,-4.23,15.59
2025-09-19,PLYM,seq_eq_0,0,2.00,22.02
2025-09-19,TSHA,seq_eq_0,0,18.02,2.83
2025-09-19,UCB,seq_eq_0,0,2.23,32.23
2025-09-22,ABUS,seq_gt_1,>1,-9.71,4.43
2025-09-22,AMRK,seq_gt_1,>1,-8.78,27.1
2025-09-22,AQST,seq_gt_1,>1,16.05,5.17
2025-09-22,CENX,seq_gt_1,>1,-13.53,27.35
2025-09-22,CIA,seq_gt_1,>1,-3.35,5.67
2025-09-22,DAKT,seq_gt_1,>1,-12.95,22.17
2025-09-22,DK,seq_gt_1,>1,0.46,32.36
2025-09-22,EGAN,seq_gt_1,>1,-4.30,9.3
2025-09-22,FORM,seq_gt_1,>1,-6.76,37.7
2025-09-22,FUBO,seq_gt_1,>1,-11.84,4.56
2025-09-22,MFH,seq_gt_1,>1,-15.95,11.66
2025-09-22,NSSC,seq_gt_1,>1,-10.35,42.43
2025-09-22,NTLA,seq_gt_1,>1,-13.67,17.26
2025-09-22,REAL,seq_gt_1,>1,-11.73,10.74
2025-09-22,RR,seq_gt_1,>1,0.54,5.54
2025-09-22,SSRM,seq_gt_1,>1,-9.66,23.2
2025-09-22,ATRC,seq_eq_0,0,0.96,37.52
2025-09-22,CBAN,seq_eq_0,0,2.40,17.89
2025-09-22,CMRE,seq_eq_0,0,4.34,12.22
2025-09-22,DSGN,seq_eq_0,0,2.99,6.35
2025-09-22,ECVT,seq_eq_0,0,7.70,8.96
2025-09-22,ETNB,seq_eq_0,0,-4.30,14.87
2025-09-22,GENI,seq_eq_0,0,6.15,12.85
2025-09-22,ISPR,seq_eq_0,0,38.55,2.62
2025-09-22,PLYM,seq_eq_0,0,4.18,21.55
2025-09-22,TSHA,seq_eq_0,0,16.03,2.87
2025-09-22,UCB,seq_eq_0,0,3.58,31.8
2025-09-23,ABUS,seq_gt_1,>1,-10.31,4.46
2025-09-23,AMRK,seq_gt_1,>1,-8.80,27.04
2025-09-23,AQST,seq_gt_1,>1,15.19,5.2
2025-09-23,CENX,seq_gt_1,>1,-11.92,26.85
2025-09-23,CIA,seq_gt_1,>1,-4.54,5.73
2025-09-23,DAKT,seq_gt_1,>1,-12.64,22.08
2025-09-23,DK,seq_gt_1,>1,-1.57,33.02
2025-09-23,EGAN,seq_gt_1,>1,-2.84,9.16
2025-09-23,FORM,seq_gt_1,>1,-5.42,37.09
2025-09-23,FUBO,seq_gt_1,>1,-9.89,4.45
2025-09-23,MFH,seq_gt_1,>1,6.16,13.32
2025-09-23,NSSC,seq_gt_1,>1,-11.98,43.15
2025-09-23,NTLA,seq_gt_1,>1,-13.00,17.08
2025-09-23,REAL,seq_gt_1,>1,-10.07,10.53
2025-09-23,RR,seq_gt_1,>1,14.17,4.87
2025-09-23,SSRM,seq_gt_1,>1,-9.26,23.1
2025-09-23,DK,seq_eq_1,1,-1.57,31.0
2025-09-23,ATRC,seq_eq_0,0,3.30,36.64
2025-09-23,CBAN,seq_eq_0,0,1.61,18.03
2025-09-23,CMRE,seq_eq_0,0,2.74,12.4
2025-09-23,DSGN,seq_eq_0,0,8.47,6.02
2025-09-23,ECVT,seq_eq_0,0,9.16,8.84
2025-09-23,ETNB,seq_eq_0,0,-3.53,14.74
2025-09-23,GENI,seq_eq_0,0,3.57,13.17
2025-09-23,ISPR,seq_eq_0,0,34.07,2.7
2025-09-23,PLYM,seq_eq_0,0,4.13,21.55
2025-09-23,TSHA,seq_eq_0,0,14.04,2.92
2025-09-23,UCB,seq_eq_0,0,4.87,31.4
2025-09-24,ABUS,seq_gt_1,>1,-11.14,4.49
2025-09-24,AQST,seq_gt_1,>1,10.52,5.42
2025-09-24,CENX,seq_gt_1,>1,-8.55,25.85
2025-09-24,CIA,seq_gt_1,>1,-5.20,5.77
2025-09-24,CMRE,seq_gt_1,>1,0.39,12.69
2025-09-24,DAKT,seq_gt_1,>1,-8.97,21.19
2025-09-24,DK,seq_gt_1,>1,-0.70,32.72
2025-09-24,FORM,seq_gt_1,>1,-3.63,36.33
2025-09-24,MFH,seq_gt_1,>1,11.62,12.65
2025-09-24,NSSC,seq_gt_1,>1,-12.67,43.42
2025-09-24,NTLA,seq_gt_1,>1,-16.55,17.76
2025-09-24,REAL,seq_gt_1,>1,-6.14,10.09
2025-09-24,RR,seq_gt_1,>1,25.85,4.41
2025-09-24,SSRM,seq_gt_1,>1,-8.15,22.82
2025-09-24,AMRK,seq_eq_0,0,-7.90,26.71
2025-09-24,ATRC,seq_eq_0,0,4.77,36.09
2025-09-24,CBAN,seq_eq_0,0,2.81,17.81
2025-09-24,DSGN,seq_eq_0,0,1.24,6.44
2025-09-24,ECVT,seq_eq_0,0,9.42,8.81
2025-09-24,EGAN,seq_eq_0,0,8.45,8.88
2025-09-24,ETNB,seq_eq_0,0,-3.33,14.7
2025-09-24,FUBO,seq_eq_0,0,-3.61,4.15
2025-09-24,GENI,seq_eq_0,0,3.97,13.11
2025-09-24,ISPR,seq_eq_0,0,33.70,2.7
2025-09-24,PLYM,seq_eq_0,0,2.19,21.95
2025-09-24,TSHA,seq_eq_0,0,5.40,3.15
2025-09-24,UCB,seq_eq_0,0,4.77,31.42
2025-09-25,ABUS,seq_gt_1,>1,-7.64,4.32
2025-09-25,AQST,seq_gt_1,>1,13.69,5.26
2025-09-25,CENX,seq_gt_1,>1,-8.98,25.96
2025-09-25,CIA,seq_gt_1,>1,-7.13,5.89
2025-09-25,CLPT,seq_gt_1,>1,-9.88,19.74
2025-09-25,CMRE,seq_gt_1,>1,0.16,12.72
2025-09-25,DAKT,seq_gt_1,>1,-8.53,21.09
2025-09-25,DK,seq_gt_1,>1,-3.33,33.59
2025-09-25,FULC,seq_gt_1,>1,-7.76,8.5
2025-09-25,MFH,seq_gt_1,>1,-4.40,14.76
2025-09-25,NSSC,seq_gt_1,>1,-12.09,43.08
2025-09-25,NTLA,seq_gt_1,>1,-10.96,16.61
2025-09-25,REAL,seq_gt_1,>1,-6.24,10.09
2025-09-25,RR,seq_gt_1,>1,35.45,4.09
2025-09-25,SSRM,seq_gt_1,>1,-11.75,23.74
2025-09-25,MFH,seq_eq_1,1,-4.40,7.16
2025-09-25,AMRK,seq_eq_0,0,-4.81,25.78
2025-09-25,ATRC,seq_eq_0,0,7.85,35.03
2025-09-25,CBAN,seq_eq_0,0,3.62,17.67
2025-09-25,DSGN,seq_eq_0,0,6.55,6.11
2025-09-25,ECVT,seq_eq_0,0,10.30,8.74
2025-09-25,EGAN,seq_eq_0,0,11.86,8.6
2025-09-25,ETNB,seq_eq_0,0,-3.47,14.7
2025-09-25,FORM,seq_eq_0,0,-1.85,35.6
2025-09-25,FUBO,seq_eq_0,0,-2.44,4.09
2025-09-25,GENI,seq_eq_0,0,6.82,12.75
2025-09-25,ISPR,seq_eq_0,0,39.00,2.59
2025-09-25,PLYM,seq_eq_0,0,2.94,21.78
2025-09-25,TSHA,seq_eq_0,0,8.17,3.06
2025-09-25,UCB,seq_eq_0,0,4.01,31.64
2025-09-26,ABUS,seq_gt_1,>1,-9.52,4.41
2025-09-26,AQST,seq_gt_1,>1,-0.17,5.99
2025-09-26,CENX,seq_gt_1,>1,-15.58,27.99
2025-09-26,CIA,seq_gt_1,>1,-4.37,5.72
2025-09-26,CLPT,seq_gt_1,>1,-17.49,21.55
2025-09-26,DAKT,seq_gt_1,>1,-8.15,20.99
2025-09-26,DK,seq_gt_1,>1,-1.01,32.79
2025-09-26,DSGN,seq_gt_1,>1,-1.07,6.57
2025-09-26,EGAN,seq_gt_1,>1,6.54,9.02
2025-09-26,FUBO,seq_gt_1,>1,-5.48,4.2
2025-09-26,FULC,seq_gt_1,>1,-11.43,8.84
2025-09-26,MFH,seq_gt_1,>1,5.72,18.19
2025-09-26,NSSC,seq_gt_1,>1,-12.36,43.14
2025-09-26,NTLA,seq_gt_1,>1,-9.56,16.31
2025-09-26,REAL,seq_gt_1,>1,-8.87,10.37
2025-09-26,RR,seq_gt_1,>1,31.67,4.2
2025-09-26,SSRM,seq_gt_1,>1,-13.18,24.13
2025-09-26,AQST,seq_eq_1,1,-0.17,5.06
2025-09-26,DSGN,seq_eq_1,1,-1.07,6.45
2025-09-26,AMRC,seq_eq_0,0,-2.16,34.79
2025-09-26,AMRK,seq_eq_0,0,-8.18,26.65
2025-09-26,ATRC,seq_eq_0,0,7.24,35.2
2025-09-26,CBAN,seq_eq_0,0,3.74,17.65
2025-09-26,CMRE,seq_eq_0,0,1.92,12.5
2025-09-26,ECVT,seq_eq_0,0,9.43,8.8
2025-09-26,ETNB,seq_eq_0,0,-3.54,14.7
2025-09-26,FORM,seq_eq_0,0,-1.16,35.28
2025-09-26,GENI,seq_eq_0,0,6.75,12.75
2025-09-26,ISPR,seq_eq_0,0,35.61,2.64
2025-09-26,PLYM,seq_eq_0,0,2.00,21.97
2025-09-26,TSHA,seq_eq_0,0,1.85,3.25
2025-09-26,UCB,seq_eq_0,0,3.33,31.83
2025-09-29,ABUS,seq_gt_1,>1,-10.54,4.46
2025-09-29,AQST,seq_gt_1,>1,13.81,5.65
2025-09-29,CENX,seq_gt_1,>1,-19.66,29.4
2025-09-29,CLPT,seq_gt_1,>1,-17.62,21.57
2025-09-29,DK,seq_gt_1,>1,6.49,32.36
2025-09-29,DSGN,seq_gt_1,>1,-5.40,6.85
2025-09-29,EGAN,seq_gt_1,>1,4.91,9.16
2025-09-29,ERAS,seq_gt_1,>1,-5.21,2.11
2025-09-29,FORM,seq_gt_1,>1,-4.00,36.25
2025-09-29,FUBO,seq_gt_1,>1,-7.26,4.27
2025-09-29,FULC,seq_gt_1,>1,-9.80,8.67
2025-09-29,MFH,seq_gt_1,>1,-1.64,19.53
2025-09-29,NSSC,seq_gt_1,>1,-11.16,42.49
2025-09-29,NTLA,seq_gt_1,>1,-13.00,16.92
2025-09-29,PLYM,seq_gt_1,>1,0.95,22.19
2025-09-29,REAL,seq_gt_1,>1,-12.10,10.74
2025-09-29,RR,seq_gt_1,>1,34.63,4.1
2025-09-29,SSRM,seq_gt_1,>1,-14.81,24.58
2025-09-29,MFH,seq_eq_1,1,-1.64,7.16
2025-09-29,AMRC,seq_eq_0,0,-0.47,34.16
2025-09-29,AMRK,seq_eq_0,0,-8.85,26.78
2025-09-29,ATRC,seq_eq_0,0,8.14,34.87
2025-09-29,CBAN,seq_eq_0,0,5.65,17.33
2025-09-29,CIA,seq_eq_0,0,12.20,5.33
2025-09-29,CMRE,seq_eq_0,0,3.66,12.29
2025-09-29,DAKT,seq_eq_0,0,-7.04,20.74
2025-09-29,ECVT,seq_eq_0,0,9.94,8.75
2025-09-29,ETNB,seq_eq_0,0,-3.61,14.7
2025-09-29,GENI,seq_eq_0,0,1.34,13.43
2025-09-29,ISPR,seq_eq_0,0,38.91,2.57
2025-09-29,TSHA,seq_eq_0,0,4.43,3.16
2025-09-29,UCB,seq_eq_0,0,4.58,31.44
2025-09-30,ABUS,seq_gt_1,>1,-12.33,4.54
2025-09-30,AIRS,seq_gt_1,>1,-7.36,8.02
2025-09-30,AQST,seq_gt_1,>1,14.85,5.59
2025-09-30,CENX,seq_gt_1,>1,-19.58,29.36
2025-09-30,CLPT,seq_gt_1,>1,-18.49,21.79
2025-09-30,DK,seq_gt_1,>1,6.76,32.27
2025-09-30,DSGN,seq_gt_1,>1,-14.08,7.53
2025-09-30,ERAS,seq_gt_1,>1,-8.72,2.18
2025-09-30,FORM,seq_gt_1,>1,-4.61,36.42
2025-09-30,FULC,seq_gt_1,>1,-15.11,9.2
2025-09-30,MFH,seq_gt_1,>1,1.67,24.58
2025-09-30,NSSC,seq_gt_1,>1,-12.25,42.95
2025-09-30,NTLA,seq_gt_1,>1,-15.00,17.27
2025-09-30,PLYM,seq_gt_1,>1,0.27,22.33
2025-09-30,REAL,seq_gt_1,>1,-11.29,10.63
2025-09-30,RR,seq_gt_1,>1,28.44,4.29
2025-09-30,SSRM,seq_gt_1,>1,-14.25,24.42
2025-09-30,AMRC,seq_eq_0,0,6.22,33.58
2025-09-30,AMRK,seq_eq_0,0,-5.88,25.87
2025-09-30,ATRC,seq_eq_0,0,6.89,35.25
2025-09-30,CBAN,seq_eq_0,0,7.58,17.01
2025-09-30,CIA,seq_eq_0,0,13.90,5.25
2025-09-30,CMRE,seq_eq_0,0,6.97,11.91
2025-09-30,DAKT,seq_eq_0,0,-7.84,20.92
2025-09-30,ECVT,seq_eq_0,0,9.82,8.76
2025-09-30,EGAN,seq_eq_0,0,10.22,8.71
2025-09-30,ETNB,seq_eq_0,0,-3.67,14.7
2025-09-30,FUBO,seq_eq_0,0,-4.82,4.15
2025-09-30,GENI,seq_eq_0,0,9.85,12.38
2025-09-30,ISPR,seq_eq_0,0,39.06,2.56
2025-09-30,TSHA,seq_eq_0,0,0.61,3.27
2025-09-30,UCB,seq_eq_0,0,4.85,31.35
2025-10-01,ABUS,seq_gt_1,>1,-13.29,4.59
2025-10-01,AIRS,seq_gt_1,>1,-8.62,8.12
2025-10-01,AMRC,seq_gt_1,>1,-5.09,37.54
2025-10-01,AQST,seq_gt_1,>1,9.18,5.88
2025-10-01,CENX,seq_gt_1,>1,-19.69,29.4
2025-10-01,CLPT,seq_gt_1,>1,-15.11,20.91
2025-10-01,DK,seq_gt_1,>1,6.00,32.48
2025-10-01,DSGN,seq_gt_1,>1,-4.86,6.79
2025-10-01,ERAS,seq_gt_1,>1,-9.95,2.21
2025-10-01,FORM,seq_gt_1,>1,-10.44,38.71
2025-10-01,FULC,seq_gt_1,>1,-16.40,9.33
2025-10-01,MFH,seq_gt_1,>1,33.82,18.66
2025-10-01,NSSC,seq_gt_1,>1,-11.91,42.72
2025-10-01,NTLA,seq_gt_1,>1,3.46,18.76
2025-10-01,PLYM,seq_gt_1,>1,1.04,22.15
2025-10-01,REAL,seq_gt_1,>1,-11.47,10.64
2025-10-01,RR,seq_gt_1,>1,15.55,4.76
2025-10-01,SSRM,seq_gt_1,>1,-12.35,23.89
2025-10-01,AMRC,seq_eq_1,1,-5.09,34.84
2025-10-01,AMRK,seq_eq_0,0,-8.44,26.53
2025-10-01,ATRC,seq_eq_0,0,9.99,34.23
2025-10-01,CBAN,seq_eq_0,0,8.86,16.81
2025-10-01,CIA,seq_eq_0,0,14.59,5.21
2025-10-01,CMRE,seq_eq_0,0,5.03,12.12
2025-10-01,DAKT,seq_eq_0,0,-6.32,20.58
2025-10-01,ECVT,seq_eq_0,0,12.14,8.57
2025-10-01,EGAN,seq_eq_0,0,8.48,8.84
2025-10-01,ETNB,seq_eq_0,0,-3.68,14.69
2025-10-01,FUBO,seq_eq_0,0,19.23,3.9
2025-10-01,GENI,seq_eq_0,0,12.50,12.08
2025-10-01,ISPR,seq_eq_0,0,37.74,2.57
2025-10-01,TSHA,seq_eq_0,0,3.46,3.18
2025-10-01,UCB,seq_eq_0,0,6.24,30.93
2025-10-02,ABUS,seq_gt_1,>1,-11.36,4.49
2025-10-02,AIRS,seq_gt_1,>1,-6.78,7.96
2025-10-02,AMRC,seq_gt_1,>1,-2.04,36.34
2025-10-02,AQST,seq_gt_1,>1,11.09,5.77
2025-10-02,BTU,seq_gt_1,>1,-4.30,29.31
2025-10-02,CENX,seq_gt_1,>1,1.81,29.82
2025-10-02,CLPT,seq_gt_1,>1,2.79,25.05
2025-10-02,DK,seq_gt_1,>1,6.60,32.29
2025-10-02,EGAN,seq_gt_1,>1,5.85,9.06
2025-10-02,ERAS,seq_gt_1,>1,-7.04,2.13
2025-10-02,FORM,seq_gt_1,>1,-12.23,39.42
2025-10-02,FULC,seq_gt_1,>1,-18.09,9.51
2025-10-02,MFH,seq_gt_1,>1,15.41,21.61
2025-10-02,NSSC,seq_gt_1,>1,-12.01,42.7
2025-10-02,NTLA,seq_gt_1,>1,-5.23,20.44
2025-10-02,PLYM,seq_gt_1,>1,0.86,22.19
2025-10-02,REAL,seq_gt_1,>1,-15.76,11.17
2025-10-02,RR,seq_gt_1,>1,6.40,5.16
2025-10-02,SSRM,seq_gt_1,>1,-10.94,23.5
2025-10-02,TSHA,seq_gt_1,>1,0.82,4.88
