ticker,side,entry_date,entry,sl,tp,confidence,exit_date,exit,reason,pnl,pnl_pct,days_held
ATNM,תמיכה,2020-03-16,5.82,5.24,6.98,100.0,2020-03-17,5.24,SL,-498.28,-9.97,1
BHRB,תמיכה,2020-02-28,53.5,48.15,64.2,100.0,2020-03-18,48.15,SL,-500.0,-10.0,13
FARO,תמיכה,2020-03-12,43.88,39.49,52.66,100.0,2020-03-18,39.49,SL,-500.23,-10.0,4
FBIZ,תמיכה,2020-03-12,16.67,15.0,20.0,100.0,2020-03-18,15.0,SL,-500.9,-10.02,4
ANDE,תמיכה,2020-03-16,15.66,14.09,18.79,100.0,2020-03-18,18.79,TP,999.36,19.99,2
CATO,תמיכה,2020-03-16,11.57,10.41,13.88,100.0,2020-03-18,10.41,SL,-501.3,-10.03,2
FLWS,תמיכה,2020-03-16,14.05,12.65,16.86,100.0,2020-03-18,12.65,SL,-498.22,-9.96,2
GTLS,תמיכה,2020-03-16,23.58,21.22,28.3,100.0,2020-03-18,21.22,SL,-500.42,-10.01,2
IRTC,תמיכה,2020-03-16,62.82,56.54,75.38,100.0,2020-03-18,56.54,SL,-499.84,-10.0,2
ANF,תמיכה,2020-03-17,9.48,8.53,11.38,100.0,2020-03-18,8.53,SL,-501.05,-10.02,1
HURN,תמיכה,2020-03-16,40.91,36.82,49.09,100.0,2020-03-19,36.82,SL,-499.88,-10.0,3
ASTE,תמיכה,2020-03-18,27.76,24.98,33.31,100.0,2020-03-19,33.31,TP,999.64,19.99,1
BHE,תמיכה,2020-03-18,14.75,13.28,17.7,100.0,2020-03-19,17.7,TP,1000.0,20.0,1
ESQ,תמיכה,2020-03-19,16.77,15.09,20.12,100.0,2020-03-20,15.09,SL,-500.89,-10.02,1
BRKL,תמיכה,2020-03-12,11.02,9.92,13.22,100.0,2020-03-23,9.92,SL,-499.09,-9.98,7
FRME,תמיכה,2020-03-16,25.97,23.37,31.16,100.0,2020-03-23,23.37,SL,-500.58,-10.01,5
CMP,תמיכה,2020-03-18,42.26,38.03,50.71,100.0,2020-03-23,38.03,SL,-500.47,-10.01,3
CNS,תמיכה,2020-03-18,39.69,35.72,47.63,100.0,2020-03-23,35.72,SL,-500.13,-10.0,3
ESSA,תמיכה,2020-03-20,13.29,11.96,15.95,100.0,2020-03-23,11.96,SL,-500.38,-10.01,1
APPF,תמיכה,2020-03-18,85.82,77.24,102.98,100.0,2020-03-24,102.98,TP,999.77,20.0,4
AGIO,תמיכה,2020-03-18,31.52,28.37,37.82,100.0,2020-03-25,37.82,TP,999.37,19.99,5
BFS,תמיכה,2020-03-18,26.08,23.47,31.3,100.0,2020-03-25,31.3,TP,1000.77,20.02,5
EHTH,פריצה,2020-03-23,108.69,97.82,130.43,100.0,2020-03-25,130.43,TP,1000.09,20.0,2
APPN,פריצה,2020-03-19,35.37,31.83,42.44,100.0,2020-03-26,42.44,TP,999.43,19.99,5
MYFW,תמיכה,2020-03-23,11.81,10.63,14.17,100.0,2020-03-26,14.17,TP,999.15,19.98,3
ATKR,תמיכה,2020-03-24,18.57,16.71,22.28,100.0,2020-03-26,22.28,TP,998.92,19.98,2
CMTL,תמיכה,2020-03-25,15.67,14.1,18.8,100.0,2020-03-27,14.1,SL,-500.96,-10.02,2
HTO,תמיכה,2020-03-23,49.48,44.53,59.38,100.0,2020-03-30,59.38,TP,1000.4,20.01,5
UHT,פריצה,2020-03-30,98.34,88.51,118.01,100.0,2020-04-01,88.51,SL,-499.8,-10.0,2
REPX,תמיכה,2020-03-31,5.4,4.86,6.48,100.0,2020-04-02,6.48,TP,1000.0,20.0,2
ESQ,תמיכה,2020-03-25,14.82,13.34,17.78,100.0,2020-04-03,13.34,SL,-499.33,-9.99,7
APPN,תמיכה,2020-04-01,35.72,32.15,42.86,100.0,2020-04-03,32.15,SL,-499.72,-9.99,2
ALKS,תמיכה,2020-03-18,13.06,11.75,15.67,100.0,2020-04-07,15.67,TP,999.23,19.98,14
ATKR,תמיכה,2020-04-03,17.82,16.04,21.38,100.0,2020-04-07,21.38,TP,998.88,19.98,2
PFSI,תמיכה,2020-04-03,17.25,15.53,20.7,100.0,2020-04-07,20.7,TP,1000.0,20.0,2
SMLR,פריצה,2020-04-07,34.0,30.6,40.8,100.0,2020-04-09,40.8,TP,1000.0,20.0,2
HUBG,פריצה,2020-04-14,24.7,22.23,29.64,100.0,2020-04-24,22.23,SL,-500.0,-10.0,8
PETS,פריצה,2020-04-08,29.38,26.44,35.26,100.0,2020-04-27,35.26,TP,1000.68,20.01,12
SLAB,פריצה,2020-03-30,85.02,76.52,102.02,100.0,2020-04-29,102.02,TP,999.76,20.0,21
APPF,פריצה,2020-04-29,109.79,98.81,131.75,100.0,2020-05-05,98.81,SL,-500.05,-10.0,4
ACMR,פריצה,2020-04-24,12.17,10.95,14.6,100.0,2020-05-07,14.6,TP,998.36,19.97,9
ASTS,תמיכה,2020-03-12,9.8,8.82,11.76,100.0,2020-05-08,9.9,TIME,51.02,1.02,40
EXPO,פריצה,2020-04-27,71.19,64.07,85.43,100.0,2020-05-12,64.07,SL,-500.07,-10.0,11
ARKO,תמיכה,2020-03-17,9.62,8.66,11.54,100.0,2020-05-13,9.9,TIME,145.53,2.91,40
FRME,תמיכה,2020-03-26,25.76,23.18,30.91,100.0,2020-05-13,23.18,SL,-500.78,-10.02,33
POR,פריצה,2020-05-08,45.31,40.78,54.37,100.0,2020-05-13,40.78,SL,-499.89,-10.0,3
CWT,תמיכה,2020-03-23,47.33,42.6,56.8,100.0,2020-05-14,42.6,SL,-499.68,-9.99,37
CSW,פריצה,2020-03-19,62.65,56.38,75.18,100.0,2020-05-15,62.51,TIME,-11.17,-0.22,40
ANDE,תמיכה,2020-05-14,12.33,11.1,14.8,100.0,2020-05-15,11.1,SL,-498.78,-9.98,1
ADV,תמיכה,2020-03-23,250.0,225.0,300.0,100.0,2020-05-19,258.75,TIME,175.0,3.5,40
POWI,פריצה,2020-04-13,46.34,41.71,55.61,100.0,2020-05-20,55.61,TP,1000.22,20.0,27
LAZR,פריצה,2020-03-25,149.85,134.87,179.82,100.0,2020-05-21,154.5,TIME,155.16,3.1,40
AGX,תמיכה,2020-03-27,35.34,31.81,42.41,100.0,2020-05-26,37.74,TIME,339.56,6.79,40
FNLC,תמיכה,2020-05-13,18.97,17.07,22.76,100.0,2020-05-27,22.76,TP,998.95,19.98,9
NBTB,תמיכה,2020-05-13,27.63,24.87,33.16,100.0,2020-05-27,33.16,TP,1000.72,20.01,9
IOVA,פריצה,2020-05-27,38.09,34.28,45.71,100.0,2020-05-28,34.28,SL,-500.13,-10.0,1
BLDE,פריצה,2020-04-01,10.0,9.0,12.0,100.0,2020-05-29,9.75,TIME,-125.0,-2.5,40
ASLE,פריצה,2020-04-02,10.15,9.13,12.18,100.0,2020-06-01,10.35,TIME,98.52,1.97,40
SIBN,פריצה,2020-05-15,15.61,14.05,18.73,100.0,2020-06-01,18.73,TP,999.36,19.99,10
CNS,פריצה,2020-05-05,58.65,52.78,70.38,100.0,2020-06-03,70.38,TP,1000.0,20.0,20
AVPT,פריצה,2020-04-07,9.8,8.82,11.76,100.0,2020-06-04,9.85,TIME,25.51,0.51,40
CDLX,פריצה,2020-05-29,680.9,612.81,817.08,100.0,2020-06-04,817.08,TP,1000.0,20.0,4
NWBI,תמיכה,2020-05-13,9.13,8.22,10.96,100.0,2020-06-05,10.96,TP,1002.19,20.04,16
AMTB,פריצה,2020-05-29,13.04,11.74,15.65,100.0,2020-06-05,15.65,TP,1000.77,20.02,5
LPRO,פריצה,2020-05-21,10.27,9.24,12.32,100.0,2020-06-08,12.32,TP,998.05,19.96,11
ACEL,פריצה,2020-06-04,10.65,9.59,12.78,100.0,2020-06-09,9.59,SL,-497.65,-9.95,3
ARQT,פריצה,2020-06-05,31.43,28.29,37.72,100.0,2020-06-09,28.29,SL,-499.52,-9.99,2
MTH,פריצה,2020-06-05,38.16,34.34,45.79,100.0,2020-06-11,34.34,SL,-500.52,-10.01,4
ACEL,פריצה,2020-06-10,10.22,9.2,12.26,100.0,2020-06-11,9.2,SL,-499.02,-9.98,1
BEAM,פריצה,2020-06-08,27.76,24.98,33.31,100.0,2020-06-12,24.98,SL,-500.72,-10.01,4
AMRC,פריצה,2020-06-03,22.38,20.14,26.86,100.0,2020-06-15,20.14,SL,-500.45,-10.01,8
WKHS,פריצה,2020-06-09,11220.0,10098.0,13464.0,100.0,2020-06-15,13464.0,TP,1000.0,20.0,4
ATNM,פריצה,2020-06-12,13.5,12.15,16.2,100.0,2020-06-15,12.15,SL,-500.0,-10.0,1
SFM,פריצה,2020-05-27,24.82,22.34,29.78,100.0,2020-06-18,22.34,SL,-499.6,-9.99,16
HYLN,פריצה,2020-05-29,10.0,9.0,12.0,100.0,2020-06-19,12.0,TP,1000.0,20.0,15
PJT,פריצה,2020-06-04,54.97,49.47,65.96,100.0,2020-06-24,49.47,SL,-500.27,-10.01,14
CENTA,פריצה,2020-05-07,25.6,23.04,30.72,100.0,2020-07-06,27.05,TIME,283.2,5.66,40
EBS,פריצה,2020-06-15,71.07,63.96,85.28,100.0,2020-07-06,85.28,TP,999.72,19.99,14
HIMS,פריצה,2020-05-12,9.97,8.97,11.96,100.0,2020-07-09,10.28,TIME,155.47,3.11,40
ANIP,תמיכה,2020-06-12,31.31,28.18,37.57,100.0,2020-07-09,28.18,SL,-499.84,-10.0,18
EQC,פריצה,2020-05-18,33.19,29.87,39.83,100.0,2020-07-15,31.39,TIME,-271.17,-5.42,40
ANIK,פריצה,2020-05-20,33.19,29.87,39.83,100.0,2020-07-17,36.81,TIME,545.34,10.91,40
POR,פריצה,2020-05-20,42.81,38.53,51.37,100.0,2020-07-17,43.38,TIME,66.57,1.33,40
PFSI,פריצה,2020-06-08,36.13,32.52,43.36,100.0,2020-07-17,43.36,TP,1000.55,20.01,28
ARCB,פריצה,2020-07-06,25.84,23.26,31.01,100.0,2020-07-17,31.01,TP,1000.39,20.01,9
CSW,פריצה,2020-05-26,68.43,61.59,82.12,100.0,2020-07-22,68.58,TIME,10.96,0.22,40
BKSY,פריצה,2020-06-01,78.8,70.92,94.56,100.0,2020-07-28,82.48,TIME,233.5,4.67,40
BMI,פריצה,2020-06-01,61.41,55.27,73.69,100.0,2020-07-28,62.92,TIME,122.94,2.46,40
MTRN,פריצה,2020-07-17,62.16,55.94,74.59,100.0,2020-07-31,55.94,SL,-500.32,-10.01,10
ATNM,פריצה,2020-07-31,17.29,15.56,20.75,100.0,2020-08-05,15.56,SL,-500.29,-10.01,3
RAMP,פריצה,2020-06-19,44.66,40.19,53.59,100.0,2020-08-07,53.59,TP,999.78,20.0,34
EYPT,תמיכה,2020-07-28,7.36,6.62,8.83,100.0,2020-08-07,6.62,SL,-502.72,-10.05,8
GH,פריצה,2020-06-15,81.06,72.95,97.27,100.0,2020-08-11,81.62,TIME,34.54,0.69,40
HUBG,פריצה,2020-06-15,23.64,21.28,28.37,100.0,2020-08-11,26.41,TIME,585.87,11.72,40
DDS,תמיכה,2020-07-06,24.28,21.85,29.14,100.0,2020-08-11,29.14,TP,1000.82,20.02,26
FENC,תמיכה,2020-08-11,6.66,5.99,7.99,100.0,2020-08-12,5.99,SL,-503.0,-10.06,1
OSPN,פריצה,2020-08-11,31.2,28.08,37.44,100.0,2020-08-12,28.08,SL,-500.0,-10.0,1
BFC,פריצה,2020-06-18,65.61,59.05,78.73,100.0,2020-08-14,63.89,TIME,-131.08,-2.62,40
PAYS,פריצה,2020-07-15,9.27,8.34,11.12,100.0,2020-08-14,8.34,SL,-501.62,-10.03,22
UVV,תמיכה,2020-06-24,40.65,36.59,48.78,100.0,2020-08-20,44.59,TIME,484.62,9.69,40
ACEL,פריצה,2020-08-14,10.17,9.15,12.2,100.0,2020-08-21,12.2,TP,998.03,19.96,5
CERS,פריצה,2020-07-17,6.77,6.09,8.12,100.0,2020-08-27,6.09,SL,-502.22,-10.04,29
BGS,פריצה,2020-07-21,26.46,23.81,31.75,100.0,2020-08-27,31.75,TP,999.62,19.99,27
BOX,פריצה,2020-08-12,17.13,15.42,20.56,100.0,2020-08-27,20.56,TP,1001.17,20.02,11
HTO,פריצה,2020-08-14,69.05,62.14,82.86,100.0,2020-08-28,62.14,SL,-500.36,-10.01,10
ELF,פריצה,2020-07-06,19.06,17.15,22.87,100.0,2020-08-31,19.53,TIME,123.29,2.47,40
MBUU,פריצה,2020-08-12,57.5,51.75,69.0,100.0,2020-08-31,51.75,SL,-500.0,-10.0,13
LQDA,פריצה,2020-08-28,5.06,4.55,6.07,100.0,2020-09-02,4.55,SL,-503.95,-10.08,3
AMCX,תמיכה,2020-07-09,23.36,21.02,28.03,100.0,2020-09-03,22.29,TIME,-229.02,-4.58,40
KNSA,פריצה,2020-08-31,17.67,15.9,21.2,100.0,2020-09-03,15.9,SL,-500.85,-10.02,3
ALDX,פריצה,2020-07-22,6.49,5.84,7.79,100.0,2020-09-04,5.84,SL,-500.77,-10.02,32
AEIS,פריצה,2020-08-28,76.01,68.41,91.21,100.0,2020-09-04,68.41,SL,-499.93,-10.0,5
ANAB,תמיכה,2020-09-04,10.64,9.58,12.77,100.0,2020-09-11,9.58,SL,-498.12,-9.96,4
BCBP,תמיכה,2020-07-20,8.68,7.81,10.42,100.0,2020-09-15,8.05,TIME,-362.9,-7.26,40
MGEE,פריצה,2020-07-21,66.49,59.84,79.79,100.0,2020-09-16,63.59,TIME,-218.08,-4.36,40
EVH,פריצה,2020-09-04,13.77,12.39,16.52,100.0,2020-09-16,12.39,SL,-501.09,-10.02,7
HTBK,תמיכה,2020-08-07,7.22,6.5,8.66,100.0,2020-09-21,6.5,SL,-498.61,-9.97,30
JOE,פריצה,2020-08-12,22.66,20.39,27.19,100.0,2020-09-21,20.39,SL,-500.88,-10.02,27
LXP,פריצה,2020-08-21,11.58,10.42,13.9,100.0,2020-09-21,10.42,SL,-500.86,-10.02,20
LKFN,פריצה,2020-08-27,46.47,41.82,55.76,100.0,2020-09-21,41.82,SL,-500.32,-10.01,16
ENS,פריצה,2020-08-28,73.64,66.28,88.37,100.0,2020-09-21,66.28,SL,-499.73,-9.99,15
FSS,פריצה,2020-09-02,32.8,29.52,39.36,100.0,2020-09-21,29.52,SL,-500.0,-10.0,12
AOSL,פריצה,2020-09-04,13.32,11.99,15.98,100.0,2020-09-21,11.99,SL,-499.25,-9.98,10
EQC,פריצה,2020-07-28,31.88,28.69,38.26,100.0,2020-09-23,29.29,TIME,-406.21,-8.12,40
ACNB,תמיכה,2020-08-05,22.26,20.03,26.71,100.0,2020-09-23,20.03,SL,-500.9,-10.02,34
BOOM,פריצה,2020-09-16,33.81,30.43,40.57,100.0,2020-09-23,30.43,SL,-499.85,-10.0,5
KAI,פריצה,2020-08-07,115.76,104.18,138.91,100.0,2020-09-25,104.18,SL,-500.17,-10.0,34
CADE,תמיכה,2020-09-25,18.63,16.77,22.36,100.0,2020-10-06,22.36,TP,1001.07,20.02,7
MCY,פריצה,2020-09-04,44.97,40.47,53.96,100.0,2020-10-09,40.47,SL,-500.33,-10.01,24
APAM,פריצה,2020-09-11,36.86,33.17,44.23,100.0,2020-10-12,44.23,TP,999.73,19.99,21
APPS,פריצה,2020-09-23,32.67,29.4,39.2,100.0,2020-10-13,39.2,TP,999.39,19.99,14
WLY,תמיכה,2020-08-20,32.55,29.29,39.06,100.0,2020-10-16,32.23,TIME,-49.16,-0.98,40
MCFT,פריצה,2020-09-15,17.44,15.7,20.93,100.0,2020-10-16,20.93,TP,1000.57,20.01,23
ARVN,תמיכה,2020-09-24,23.89,21.5,28.67,100.0,2020-10-20,21.5,SL,-500.21,-10.0,18
NTLA,פריצה,2020-10-16,26.11,23.5,31.33,100.0,2020-10-21,23.5,SL,-499.81,-10.0,3
HTBK,תמיכה,2020-09-21,6.35,5.71,7.62,100.0,2020-10-22,7.62,TP,1000.0,20.0,23
CNK,תמיכה,2020-10-13,7.93,7.14,9.52,100.0,2020-10-23,9.52,TP,1002.52,20.05,8
HCAT,פריצה,2020-08-31,31.18,28.06,37.42,100.0,2020-10-27,35.03,TIME,617.38,12.35,40
CCOI,פריצה,2020-09-21,62.55,56.3,75.06,100.0,2020-10-27,56.3,SL,-499.6,-9.99,26
ADV,תמיכה,2020-10-12,250.25,225.22,300.3,100.0,2020-10-27,225.22,SL,-500.1,-10.0,11
FIX,פריצה,2020-10-20,55.46,49.91,66.55,100.0,2020-10-27,49.91,SL,-500.36,-10.01,5
SMTI,פריצה,2020-10-27,30.5,27.45,36.6,100.0,2020-10-28,27.45,SL,-500.0,-10.0,1
PTGX,פריצה,2020-10-27,20.27,18.24,24.32,100.0,2020-10-29,18.24,SL,-500.74,-10.01,2
ANIP,תמיכה,2020-09-21,28.23,25.41,33.88,100.0,2020-10-30,25.41,SL,-499.47,-9.99,29
MLKN,פריצה,2020-10-23,34.81,31.33,41.77,100.0,2020-10-30,31.33,SL,-499.86,-10.0,5
RNA,תמיכה,2020-10-28,26.49,23.84,31.79,100.0,2020-11-02,23.84,SL,-500.19,-10.0,3
ESPR,תמיכה,2020-10-30,29.97,26.97,35.96,100.0,2020-11-03,26.97,SL,-500.5,-10.01,2
BFS,תמיכה,2020-09-21,24.03,21.63,28.84,100.0,2020-11-09,28.84,TP,1000.83,20.02,35
CTBI,תמיכה,2020-09-21,28.6,25.74,34.32,100.0,2020-11-09,34.32,TP,1000.0,20.0,35
SPHR,פריצה,2020-09-23,69.45,62.51,83.34,100.0,2020-11-09,83.34,TP,1000.0,20.0,33
AXGN,פריצה,2020-10-07,12.19,10.97,14.63,100.0,2020-11-09,14.63,TP,1000.82,20.02,23
AMCX,תמיכה,2020-10-27,21.99,19.79,26.39,100.0,2020-11-09,26.39,TP,1000.45,20.01,9
BCO,פריצה,2020-11-03,46.32,41.69,55.58,100.0,2020-11-09,55.58,TP,999.57,19.99,4
TRC,תמיכה,2020-09-16,13.77,12.39,16.52,100.0,2020-11-11,14.63,TIME,312.27,6.25,40
MNRO,תמיכה,2020-09-21,41.4,37.26,49.68,100.0,2020-11-16,45.34,TIME,475.85,9.52,40
BOOM,פריצה,2020-10-29,34.97,31.47,41.96,100.0,2020-11-18,41.96,TP,999.43,19.99,14
KTB,פריצה,2020-11-09,35.33,31.8,42.4,100.0,2020-11-18,42.4,TP,1000.57,20.01,7
BALY,פריצה,2020-11-09,27.9,25.11,33.48,100.0,2020-11-19,33.48,TP,1000.0,20.0,8
BEAM,פריצה,2020-10-22,35.51,31.96,42.61,100.0,2020-11-23,42.61,TP,999.72,19.99,22
DAN,פריצה,2020-10-16,14.96,13.46,17.95,100.0,2020-11-24,17.95,TP,999.33,19.99,27
DNMR,פריצה,2020-10-09,410.0,369.0,492.0,100.0,2020-11-30,492.0,TP,1000.0,20.0,35
AHCO,פריצה,2020-10-28,27.95,25.16,33.54,100.0,2020-12-01,33.54,TP,1000.0,20.0,23
CABA,פריצה,2020-11-19,13.43,12.09,16.12,100.0,2020-12-07,16.12,TP,1001.49,20.03,11
CALX,פריצה,2020-11-11,23.24,20.92,27.89,100.0,2020-12-14,27.89,TP,1000.43,20.01,22
CCB,פריצה,2020-11-16,18.85,16.97,22.62,100.0,2020-12-14,22.62,TP,1000.0,20.0,19
BOX,פריצה,2020-10-21,16.43,14.79,19.72,100.0,2020-12-16,19.72,TP,1001.22,20.02,39
KTOS,פריצה,2020-12-01,21.48,19.33,25.78,100.0,2020-12-18,25.78,TP,1000.93,20.02,13
MYFW,פריצה,2020-12-18,19.94,17.95,23.93,100.0,2020-12-23,17.95,SL,-499.0,-9.98,3
DORM,פריצה,2020-10-30,89.27,80.34,107.12,100.0,2020-12-29,88.03,TIME,-69.45,-1.39,40
BIGC,פריצה,2020-12-16,71.91,64.72,86.29,100.0,2020-12-29,64.72,SL,-499.93,-10.0,8
BKH,פריצה,2020-11-02,58.02,52.22,69.62,100.0,2020-12-30,60.54,TIME,217.17,4.34,40
XGN,תמיכה,2020-12-29,11.42,10.28,13.7,100.0,2020-12-31,13.7,TP,998.25,19.96,2
OVLY,פריצה,2020-11-09,18.12,16.31,21.74,100.0,2021-01-04,16.31,SL,-499.45,-9.99,37
IRWD,פריצה,2020-12-14,12.2,10.98,14.64,100.0,2021-01-05,10.98,SL,-500.0,-10.0,14
BFC,פריצה,2020-11-09,64.26,57.83,77.11,100.0,2021-01-07,69.19,TIME,383.6,7.67,40
CNO,פריצה,2020-11-09,20.4,18.36,24.48,100.0,2021-01-07,23.19,TIME,683.82,13.68,40
FARO,פריצה,2020-11-09,64.66,58.19,77.59,100.0,2021-01-07,76.73,TIME,933.34,18.67,40
NIC,פריצה,2020-11-09,64.23,57.81,77.08,100.0,2021-01-07,72.2,TIME,620.43,12.41,40
EB,פריצה,2020-11-23,16.63,14.97,19.96,100.0,2021-01-08,19.96,TP,1001.2,20.02,31
FCFS,פריצה,2020-12-30,69.06,62.15,82.87,100.0,2021-01-08,62.15,SL,-500.29,-10.01,6
BRP,פריצה,2021-01-05,29.04,26.14,34.85,100.0,2021-01-15,26.14,SL,-499.31,-9.99,8
KAR,פריצה,2020-11-18,17.75,15.97,21.3,100.0,2021-01-19,18.09,TIME,95.77,1.92,40
CSV,פריצה,2020-11-19,28.72,25.85,34.46,100.0,2021-01-19,34.46,TP,999.3,19.99,39
MIR,פריצה,2021-01-04,10.96,9.86,13.15,100.0,2021-01-19,13.15,TP,999.09,19.98,10
ELF,פריצה,2020-11-19,21.99,19.79,26.39,100.0,2021-01-20,23.81,TIME,413.82,8.28,40
LUNA,פריצה,2020-12-14,9.46,8.51,11.35,100.0,2021-01-20,11.35,TP,998.94,19.98,24
COKE,פריצה,2020-11-24,27.09,24.38,32.51,100.0,2021-01-25,26.72,TIME,-68.29,-1.37,40
LRN,פריצה,2021-01-07,21.7,19.53,26.04,100.0,2021-01-26,26.04,TP,1000.0,20.0,12
ESPR,תמיכה,2021-01-19,25.12,22.61,30.14,100.0,2021-01-26,30.14,TP,999.2,19.98,5
INZY,פריצה,2021-01-20,27.17,24.45,32.6,100.0,2021-01-27,24.45,SL,-500.55,-10.01,5
HOMB,פריצה,2020-12-01,18.91,17.02,22.69,100.0,2021-01-29,21.2,TIME,605.5,12.11,40
HYPD,פריצה,2021-01-08,541.6,487.44,649.92,100.0,2021-01-29,487.44,SL,-500.0,-10.0,14
ARAY,פריצה,2021-01-20,5.38,4.84,6.46,100.0,2021-01-29,4.84,SL,-501.86,-10.04,7
CXW,תמיכה,2021-01-26,6.26,5.63,7.51,100.0,2021-01-29,7.51,TP,998.4,19.97,3
OXM,פריצה,2021-01-11,71.78,64.6,86.14,100.0,2021-02-01,64.6,SL,-500.14,-10.0,14
AVNT,פריצה,2020-12-08,39.0,35.1,46.8,100.0,2021-02-05,40.97,TIME,252.56,5.05,40
CMCO,פריצה,2020-12-08,40.71,36.64,48.85,100.0,2021-02-05,46.87,TIME,756.57,15.13,40
ETWO,תמיכה,2021-01-29,10.37,9.33,12.44,100.0,2021-02-11,9.33,SL,-501.45,-10.03,9
BKU,פריצה,2020-12-23,34.5,31.05,41.4,100.0,2021-02-22,41.4,TP,1000.0,20.0,39
NEWT,פריצה,2021-01-11,19.33,17.4,23.2,100.0,2021-02-25,23.2,TP,1001.03,20.02,31
SMP,תמיכה,2020-12-29,40.78,36.7,48.94,100.0,2021-02-26,42.01,TIME,150.81,3.02,40
BRBR,פריצה,2020-12-31,24.31,21.88,29.17,100.0,2021-03-02,23.1,TIME,-248.87,-4.98,40
CBNK,פריצה,2021-01-27,14.18,12.76,17.02,100.0,2021-03-03,17.02,TP,1001.41,20.03,24
IMKTA,פריצה,2021-01-29,47.56,42.8,57.07,100.0,2021-03-03,57.07,TP,999.79,20.0,22
KBH,פריצה,2021-02-05,42.55,38.3,51.06,100.0,2021-03-04,38.3,SL,-499.41,-9.99,18
MBCN,פריצה,2021-01-29,20.5,18.45,24.6,100.0,2021-03-08,24.6,TP,1000.0,20.0,25
CASH,פריצה,2021-01-15,39.21,35.29,47.05,100.0,2021-03-09,47.05,TP,999.74,19.99,35
AGM,פריצה,2021-01-11,80.17,72.15,96.2,100.0,2021-03-10,94.19,TIME,874.39,17.49,40
BANF,פריצה,2021-01-11,63.45,57.11,76.14,100.0,2021-03-10,73.39,TIME,783.29,15.67,40
BCC,פריצה,2021-01-11,49.95,44.96,59.94,100.0,2021-03-10,59.94,TP,1000.0,20.0,40
ASLE,תמיכה,2021-02-25,9.78,8.8,11.74,100.0,2021-03-16,11.74,TP,1002.04,20.04,13
ASGN,פריצה,2021-01-19,87.59,78.83,105.11,100.0,2021-03-17,99.09,TIME,656.47,13.13,40
GNTY,פריצה,2021-01-19,29.62,26.66,35.54,100.0,2021-03-17,34.22,TIME,776.5,15.53,40
FUL,פריצה,2021-01-26,52.19,46.97,62.63,100.0,2021-03-18,62.63,TP,1000.19,20.0,36
CPK,פריצה,2021-01-25,104.49,94.04,125.39,100.0,2021-03-23,115.9,TIME,545.99,10.92,40
ARQT,פריצה,2021-03-09,33.02,29.72,39.62,100.0,2021-03-23,29.72,SL,-499.7,-9.99,10
CWH,פריצה,2021-03-17,42.22,38.0,50.66,100.0,2021-03-23,38.0,SL,-499.76,-10.0,4
DCO,פריצה,2021-03-17,59.67,53.7,71.6,100.0,2021-03-23,53.7,SL,-500.25,-10.01,4
FOLD,תמיכה,2021-03-10,10.39,9.35,12.47,100.0,2021-03-25,9.35,SL,-500.48,-10.01,11
NBN,פריצה,2021-01-29,26.06,23.45,31.27,100.0,2021-03-29,26.19,TIME,24.94,0.5,40
FENC,תמיכה,2021-03-23,6.6,5.94,7.92,100.0,2021-03-29,5.94,SL,-500.0,-10.0,4
AMN,פריצה,2021-02-01,74.37,66.93,89.24,100.0,2021-03-30,73.5,TIME,-58.49,-1.17,40
SAFT,פריצה,2021-02-05,76.35,68.72,91.62,100.0,2021-04-06,86.07,TIME,636.54,12.73,40
YELP,פריצה,2021-02-11,37.91,34.12,45.49,100.0,2021-04-12,39.71,TIME,237.4,4.75,40
ORIC,תמיכה,2021-03-29,23.77,21.39,28.52,100.0,2021-04-12,21.39,SL,-500.63,-10.01,9
CBU,פריצה,2021-02-22,71.79,64.61,86.15,100.0,2021-04-20,75.58,TIME,263.96,5.28,40
CCOI,תמיכה,2021-02-26,59.85,53.87,71.82,100.0,2021-04-26,68.73,TIME,741.85,14.84,40
APPF,תמיכה,2021-03-02,134.82,121.34,161.78,100.0,2021-04-28,149.13,TIME,530.71,10.61,40
ABCB,פריצה,2021-03-03,50.16,45.14,60.19,100.0,2021-04-29,54.35,TIME,417.66,8.35,40
AHH,פריצה,2021-03-03,12.98,11.68,15.58,100.0,2021-04-29,13.7,TIME,277.35,5.55,40
BKSY,תמיכה,2021-03-04,85.28,76.75,102.34,100.0,2021-04-30,79.52,TIME,-337.71,-6.75,40
ARDX,פריצה,2021-04-26,8.68,7.81,10.42,100.0,2021-04-30,7.81,SL,-501.15,-10.02,4
NKTX,תמיכה,2021-04-12,34.01,30.61,40.81,100.0,2021-05-03,30.61,SL,-499.85,-10.0,15
BV,פריצה,2021-03-08,17.2,15.48,20.64,100.0,2021-05-04,18.29,TIME,316.86,6.34,40
BLDE,תמיכה,2021-03-30,10.56,9.5,12.67,100.0,2021-05-04,9.5,SL,-501.89,-10.04,24
PUBM,פריצה,2021-04-28,53.85,48.47,64.62,100.0,2021-05-04,48.47,SL,-499.54,-9.99,4
BY,פריצה,2021-03-10,21.64,19.48,25.97,100.0,2021-05-06,23.2,TIME,360.44,7.21,40
FNLC,פריצה,2021-03-10,30.16,27.14,36.19,100.0,2021-05-06,29.64,TIME,-86.21,-1.72,40
BE,פריצה,2021-05-06,22.24,20.02,26.69,100.0,2021-05-10,20.02,SL,-499.1,-9.98,2
