check_date,ticker,team,sequence,distance,close_price
2024-10-31,AREN,seq_eq_0,0,17.19,0.86
2024-10-31,ASIX,seq_eq_0,0,11.03,31.19
2024-10-31,BBT,seq_eq_0,0,4.26,28.27
2024-10-31,CCOI,seq_eq_0,0,5.98,83.66
2024-10-31,CIA,seq_eq_0,0,25.16,5.21
2024-10-31,DHT,seq_eq_0,0,15.70,12.04
2024-10-31,EVGO,seq_eq_0,0,15.18,8.94
2024-10-31,FRGE,seq_eq_0,0,38.22,19.95
2024-10-31,GBTG,seq_eq_0,0,3.80,7.89
2024-10-31,GIII,seq_eq_0,0,10.34,33.38
2024-10-31,GILD,seq_eq_0,0,0.98,86.14
2024-10-31,GMRE,seq_eq_0,0,12.21,47.95
2024-10-31,HDSN,seq_eq_0,0,9.91,8.18
2024-10-31,IONQ,seq_eq_0,0,20.76,16.96
2024-10-31,LFST,seq_eq_0,0,1.34,6.93
2024-10-31,LTBR,seq_eq_0,0,45.58,7.01
2024-10-31,LYV,seq_eq_0,0,1.98,118.81
2024-10-31,MLYS,seq_eq_0,0,7.32,14.4
2024-10-31,NRIX,seq_eq_0,0,12.08,25.81
2024-10-31,ORA,seq_eq_0,0,4.20,78.79
2024-10-31,PDYN,seq_eq_0,0,59.51,2.75
2024-10-31,QUBT,seq_eq_0,0,14.29,0.76
2024-10-31,RF,seq_eq_0,0,2.43,23.85
2024-10-31,RSI,seq_eq_0,0,5.45,11.01
2024-10-31,TPIC,seq_eq_0,0,45.59,4.6
2024-10-31,UUUU,seq_eq_0,0,16.28,6.6
