check_date,ticker,team,sequence,distance,close_price
2024-10-18,LFST,seq_gt_1,>1,-2.26,7.13
2024-10-18,MRBK,seq_gt_1,>1,-1.85,13.05
2024-10-18,MS,seq_gt_1,>1,-9.38,110.46
2024-10-18,PPTA,seq_gt_1,>1,-10.07,9.36
2024-10-18,QUBT,seq_gt_1,>1,11.96,0.76
2024-10-18,RF,seq_gt_1,>1,-0.29,23.85
2024-10-18,RSI,seq_gt_1,>1,-1.73,11.01
2024-10-18,SBGI,seq_gt_1,>1,-11.46,15.86
2024-10-18,TRUP,seq_gt_1,>1,-7.40,53.5
2024-10-18,UUUU,seq_gt_1,>1,-7.46,6.6
2024-10-18,CIA,seq_eq_1,1,-9.39,5.21
2024-10-18,AREN,seq_eq_0,0,8.00,0.86
2024-10-18,ASIX,seq_eq_0,0,5.52,31.19
2024-10-18,DHT,seq_eq_0,0,5.44,12.04
2024-10-18,ETON,seq_eq_0,0,1.08,6.91
2024-10-18,GILD,seq_eq_0,0,1.06,86.14
2024-10-18,GMRE,seq_eq_0,0,7.17,47.95
2024-10-18,NRIX,seq_eq_0,0,5.43,25.81
2024-10-18,ORA,seq_eq_0,0,0.69,78.79
2024-10-18,PDYN,seq_eq_0,0,55.25,2.75
2024-10-18,TARS,seq_eq_0,0,10.05,37.28
2024-10-18,TPIC,seq_eq_0,0,18.93,4.6
2024-10-21,BANR,seq_gt_1,>1,-2.20,64.28
2024-10-21,CCOI,seq_gt_1,>1,-1.96,83.66
2024-10-21,DAY,seq_gt_1,>1,-2.79,63.44
2024-10-21,FRGE,seq_gt_1,>1,-4.29,19.95
2024-10-21,FXNC,seq_gt_1,>1,-0.29,20.74
2024-10-21,HDSN,seq_gt_1,>1,-2.33,8.18
2024-10-21,LFST,seq_gt_1,>1,-1.99,7.13
2024-10-21,LTBR,seq_gt_1,>1,10.76,7.01
2024-10-21,MRBK,seq_gt_1,>1,-1.70,13.05
2024-10-21,MS,seq_gt_1,>1,-7.25,110.46
2024-10-21,PPTA,seq_gt_1,>1,-12.24,9.36
2024-10-21,SBGI,seq_gt_1,>1,-9.36,15.86
2024-10-21,TDS,seq_gt_1,>1,-8.58,29.15
2024-10-21,TRUP,seq_gt_1,>1,-5.95,53.5
2024-10-21,UUUU,seq_gt_1,>1,-8.93,6.6
2024-10-21,ORA,seq_eq_1,1,-1.79,78.79
2024-10-21,QUBT,seq_eq_1,1,-9.65,0.76
2024-10-21,ALRS,seq_eq_0,0,4.45,22.9
2024-10-21,AREN,seq_eq_0,0,6.67,0.86
2024-10-21,ASIX,seq_eq_0,0,8.30,31.19
2024-10-21,BBT,seq_eq_0,0,4.36,28.27
2024-10-21,CIA,seq_eq_0,0,22.98,5.21
2024-10-21,DHT,seq_eq_0,0,7.33,12.04
2024-10-21,ETON,seq_eq_0,0,0.00,6.91
2024-10-21,GBTG,seq_eq_0,0,2.85,7.89
2024-10-21,GIII,seq_eq_0,0,5.08,33.38
2024-10-21,GILD,seq_eq_0,0,1.54,86.14
2024-10-21,GMRE,seq_eq_0,0,9.94,47.95
2024-10-21,MLYS,seq_eq_0,0,4.63,14.4
2024-10-21,NRIX,seq_eq_0,0,3.57,25.81
2024-10-21,PDYN,seq_eq_0,0,61.43,2.75
2024-10-21,RF,seq_eq_0,0,3.55,23.85
2024-10-21,RSI,seq_eq_0,0,7.18,11.01
2024-10-21,TARS,seq_eq_0,0,10.51,37.28
2024-10-21,TPIC,seq_eq_0,0,29.34,4.6
2024-10-22,BANR,seq_gt_1,>1,-3.48,64.28
2024-10-22,DAY,seq_gt_1,>1,-2.81,63.44
2024-10-22,FRGE,seq_gt_1,>1,-1.88,19.95
2024-10-22,FXNC,seq_gt_1,>1,-0.92,20.74
2024-10-22,HDSN,seq_gt_1,>1,-2.34,8.18
2024-10-22,LFST,seq_gt_1,>1,-5.36,7.13
2024-10-22,MRBK,seq_gt_1,>1,-2.38,13.05
2024-10-22,MS,seq_gt_1,>1,-7.29,110.46
2024-10-22,ORA,seq_gt_1,>1,-0.72,78.79
2024-10-22,PPTA,seq_gt_1,>1,-14.78,9.36
2024-10-22,QUBT,seq_gt_1,>1,-9.73,0.76
2024-10-22,SBGI,seq_gt_1,>1,-8.99,15.86
2024-10-22,TDS,seq_gt_1,>1,-5.69,29.15
2024-10-22,TRUP,seq_gt_1,>1,-3.76,53.5
2024-10-22,UUUU,seq_gt_1,>1,-5.40,6.6
2024-10-22,GILD,seq_eq_1,1,-0.62,86.14
2024-10-22,ALRS,seq_eq_0,0,3.75,22.9
2024-10-22,AREN,seq_eq_0,0,14.29,0.86
2024-10-22,ASIX,seq_eq_0,0,8.34,31.19
2024-10-22,BBT,seq_eq_0,0,4.06,28.27
2024-10-22,CCOI,seq_eq_0,0,3.61,83.66
2024-10-22,CIA,seq_eq_0,0,23.75,5.21
2024-10-22,DHT,seq_eq_0,0,10.30,12.04
2024-10-22,ETON,seq_eq_0,0,0.72,6.91
2024-10-22,GBTG,seq_eq_0,0,4.20,7.89
2024-10-22,GIII,seq_eq_0,0,6.86,33.38
2024-10-22,GMRE,seq_eq_0,0,9.27,47.95
2024-10-22,LTBR,seq_eq_0,0,36.69,7.01
2024-10-22,MLYS,seq_eq_0,0,3.66,14.4
2024-10-22,NRIX,seq_eq_0,0,3.33,25.81
2024-10-22,PDYN,seq_eq_0,0,69.35,2.75
2024-10-22,RF,seq_eq_0,0,3.47,23.85
2024-10-22,RSI,seq_eq_0,0,5.03,11.01
2024-10-22,TARS,seq_eq_0,0,5.95,37.28
2024-10-22,TPIC,seq_eq_0,0,40.56,4.6
2024-10-23,BANR,seq_gt_1,>1,-3.10,64.28
2024-10-23,DAY,seq_gt_1,>1,-3.08,63.44
2024-10-23,FXNC,seq_gt_1,>1,-2.57,20.74
2024-10-23,HDSN,seq_gt_1,>1,-1.62,8.18
2024-10-23,LFST,seq_gt_1,>1,-1.72,7.13
2024-10-23,MRBK,seq_gt_1,>1,-2.00,13.05
2024-10-23,MS,seq_gt_1,>1,-7.25,110.46
2024-10-23,PPTA,seq_gt_1,>1,-10.33,9.36
2024-10-23,QUBT,seq_gt_1,>1,-1.92,0.76
2024-10-23,SBGI,seq_gt_1,>1,-6.65,15.86
2024-10-23,TDS,seq_gt_1,>1,-7.01,29.15
2024-10-23,TRUP,seq_gt_1,>1,-4.04,53.5
2024-10-23,UUUU,seq_gt_1,>1,-0.94,6.6
2024-10-23,ALRS,seq_eq_0,0,3.00,22.9
2024-10-23,AREN,seq_eq_0,0,12.86,0.86
2024-10-23,ASIX,seq_eq_0,0,8.64,31.19
2024-10-23,BBT,seq_eq_0,0,3.46,28.27
2024-10-23,CCOI,seq_eq_0,0,3.51,83.66
2024-10-23,CIA,seq_eq_0,0,34.47,5.21
2024-10-23,DHT,seq_eq_0,0,15.53,12.04
2024-10-23,ETON,seq_eq_0,0,3.81,6.91
2024-10-23,FRGE,seq_eq_0,0,33.44,19.95
2024-10-23,GBTG,seq_eq_0,0,5.87,7.89
2024-10-23,GIII,seq_eq_0,0,8.53,33.38
2024-10-23,GILD,seq_eq_0,0,1.33,86.14
2024-10-23,GMRE,seq_eq_0,0,9.18,47.95
2024-10-23,LTBR,seq_eq_0,0,43.66,7.01
2024-10-23,MLYS,seq_eq_0,0,5.63,14.4
2024-10-23,NRIX,seq_eq_0,0,6.38,25.81
2024-10-23,ORA,seq_eq_0,0,2.50,78.79
2024-10-23,PDYN,seq_eq_0,0,68.00,2.75
2024-10-23,RF,seq_eq_0,0,3.47,23.85
2024-10-23,RSI,seq_eq_0,0,6.80,11.01
2024-10-23,TARS,seq_eq_0,0,3.18,37.28
2024-10-23,TPIC,seq_eq_0,0,50.90,4.6
2024-10-24,BANR,seq_gt_1,>1,-2.12,64.28
2024-10-24,DAY,seq_gt_1,>1,-3.49,63.44
2024-10-24,FXNC,seq_gt_1,>1,-2.62,20.74
2024-10-24,LFST,seq_gt_1,>1,-2.14,7.13
2024-10-24,MRBK,seq_gt_1,>1,-2.00,13.05
2024-10-24,MS,seq_gt_1,>1,-7.95,110.46
2024-10-24,PPTA,seq_gt_1,>1,-7.98,9.36
2024-10-24,QUBT,seq_gt_1,>1,-7.27,0.76
2024-10-24,SBGI,seq_gt_1,>1,-7.05,15.86
2024-10-24,TDS,seq_gt_1,>1,-8.30,29.15
2024-10-24,TRUP,seq_gt_1,>1,-4.92,53.5
2024-10-24,GILD,seq_eq_1,1,-0.45,86.14
2024-10-24,ALRS,seq_eq_0,0,3.27,22.9
2024-10-24,AREN,seq_eq_0,0,11.43,0.86
2024-10-24,ASIX,seq_eq_0,0,8.43,31.19
2024-10-24,BBT,seq_eq_0,0,4.14,28.27
2024-10-24,CCOI,seq_eq_0,0,3.53,83.66
2024-10-24,CIA,seq_eq_0,0,21.77,5.21
2024-10-24,DHT,seq_eq_0,0,14.10,12.04
2024-10-24,ETON,seq_eq_0,0,3.05,6.91
2024-10-24,FRGE,seq_eq_0,0,37.17,19.95
2024-10-24,GBTG,seq_eq_0,0,5.31,7.89
2024-10-24,GIII,seq_eq_0,0,9.03,33.38
2024-10-24,GMRE,seq_eq_0,0,9.07,47.95
2024-10-24,HDSN,seq_eq_0,0,4.62,8.18
2024-10-24,LTBR,seq_eq_0,0,63.91,7.01
2024-10-24,MLYS,seq_eq_0,0,6.10,14.4
2024-10-24,NRIX,seq_eq_0,0,4.44,25.81
2024-10-24,ORA,seq_eq_0,0,3.10,78.79
2024-10-24,PDYN,seq_eq_0,0,67.84,2.75
2024-10-24,RF,seq_eq_0,0,2.95,23.85
2024-10-24,RSI,seq_eq_0,0,8.32,11.01
2024-10-24,TARS,seq_eq_0,0,3.42,37.28
2024-10-24,TPIC,seq_eq_0,0,47.94,4.6
2024-10-24,UUUU,seq_eq_0,0,14.26,6.6
2024-10-24,VSCO,seq_eq_0,0,4.48,29.37
2024-10-25,BANR,seq_gt_1,>1,-0.09,64.28
2024-10-25,DAY,seq_gt_1,>1,-3.25,63.44
2024-10-25,FXNC,seq_gt_1,>1,-1.35,20.74
2024-10-25,GILD,seq_gt_1,>1,-0.72,86.14
2024-10-25,MRBK,seq_gt_1,>1,-3.64,13.05
2024-10-25,MS,seq_gt_1,>1,-6.14,110.46
2024-10-25,PPTA,seq_gt_1,>1,-5.30,9.36
2024-10-25,PWOD,seq_gt_1,>1,-1.60,25.35
2024-10-25,QUBT,seq_gt_1,>1,-7.34,0.76
2024-10-25,SBGI,seq_gt_1,>1,-7.68,15.86
2024-10-25,TDS,seq_gt_1,>1,-10.80,29.15
2024-10-25,TRUP,seq_gt_1,>1,-6.02,53.5
2024-10-25,HDSN,seq_eq_1,1,-0.49,8.18
2024-10-25,ALRS,seq_eq_0,0,4.78,22.9
2024-10-25,AREN,seq_eq_0,0,11.43,0.86
2024-10-25,ASIX,seq_eq_0,0,9.38,31.19
2024-10-25,BBT,seq_eq_0,0,5.34,28.27
2024-10-25,CCOI,seq_eq_0,0,3.98,83.66
2024-10-25,CIA,seq_eq_0,0,22.77,5.21
2024-10-25,DHT,seq_eq_0,0,13.35,12.04
2024-10-25,ETON,seq_eq_0,0,4.07,6.91
2024-10-25,FRGE,seq_eq_0,0,37.59,19.95
2024-10-25,GBTG,seq_eq_0,0,5.87,7.89
2024-10-25,GIII,seq_eq_0,0,9.31,33.38
2024-10-25,GMRE,seq_eq_0,0,11.36,47.95
2024-10-25,LFST,seq_eq_0,0,0.00,7.13
2024-10-25,LTBR,seq_eq_0,0,31.97,7.01
2024-10-25,MLYS,seq_eq_0,0,5.88,14.4
2024-10-25,NRIX,seq_eq_0,0,0.19,25.81
2024-10-25,ORA,seq_eq_0,0,1.90,78.79
2024-10-25,PDYN,seq_eq_0,0,48.66,2.75
2024-10-25,RF,seq_eq_0,0,4.09,23.85
2024-10-25,RSI,seq_eq_0,0,10.95,11.01
2024-10-25,TARS,seq_eq_0,0,2.00,37.28
2024-10-25,TPIC,seq_eq_0,0,44.80,4.6
2024-10-25,UUUU,seq_eq_0,0,14.10,6.6
2024-10-25,VSCO,seq_eq_0,0,5.14,29.37
2024-10-28,AMSF,seq_gt_1,>1,-6.25,56.17
2024-10-28,AQST,seq_gt_1,>1,-0.73,5.48
2024-10-28,BANR,seq_gt_1,>1,-2.91,64.28
2024-10-28,DAY,seq_gt_1,>1,-3.75,63.44
2024-10-28,FXNC,seq_gt_1,>1,-2.71,20.74
2024-10-28,GILD,seq_gt_1,>1,-0.46,86.14
2024-10-28,HAFC,seq_gt_1,>1,-5.98,23.04
2024-10-28,HDSN,seq_gt_1,>1,-2.41,8.18
2024-10-28,IONQ,seq_gt_1,>1,-11.74,16.96
2024-10-28,MRBK,seq_gt_1,>1,-6.75,13.05
2024-10-28,MS,seq_gt_1,>1,-7.92,110.46
2024-10-28,PPTA,seq_gt_1,>1,-6.85,9.36
2024-10-28,PWOD,seq_gt_1,>1,-2.93,25.35
2024-10-28,QUBT,seq_gt_1,>1,0.78,0.76
2024-10-28,SBGI,seq_gt_1,>1,-10.10,15.86
2024-10-28,TDS,seq_gt_1,>1,-10.80,29.15
2024-10-28,TRUP,seq_gt_1,>1,-7.67,53.5
2024-10-28,LFST,seq_eq_1,1,-1.30,7.13
2024-10-28,NRIX,seq_eq_1,1,-0.57,25.81
2024-10-28,ORA,seq_eq_1,1,-1.36,78.79
2024-10-28,ALRS,seq_eq_0,0,1.76,22.9
2024-10-28,AREN,seq_eq_0,0,14.93,0.86
2024-10-28,ASIX,seq_eq_0,0,8.86,31.19
2024-10-28,BBT,seq_eq_0,0,2.41,28.27
2024-10-28,CCOI,seq_eq_0,0,4.31,83.66
2024-10-28,CIA,seq_eq_0,0,22.27,5.21
2024-10-28,DHT,seq_eq_0,0,12.83,12.04
2024-10-28,ETON,seq_eq_0,0,0.12,6.91
2024-10-28,EVGO,seq_eq_0,0,6.34,8.94
2024-10-28,FRGE,seq_eq_0,0,29.26,19.95
2024-10-28,GBTG,seq_eq_0,0,3.26,7.89
2024-10-28,GIII,seq_eq_0,0,6.84,33.38
2024-10-28,GMRE,seq_eq_0,0,11.15,47.95
2024-10-28,LTBR,seq_eq_0,0,6.61,7.01
2024-10-28,MLYS,seq_eq_0,0,3.67,14.4
2024-10-28,PDYN,seq_eq_0,0,44.98,2.75
2024-10-28,RF,seq_eq_0,0,1.62,23.85
2024-10-28,RSI,seq_eq_0,0,10.00,11.01
2024-10-28,TARS,seq_eq_0,0,1.29,37.28
2024-10-28,TPIC,seq_eq_0,0,41.64,4.6
2024-10-28,UUUU,seq_eq_0,0,8.32,6.6
2024-10-28,VSCO,seq_eq_0,0,1.29,29.37
2024-10-29,AMSF,seq_gt_1,>1,-6.22,56.17
2024-10-29,AQST,seq_gt_1,>1,-3.89,5.48
2024-10-29,BANR,seq_gt_1,>1,-2.59,64.28
2024-10-29,DAY,seq_gt_1,>1,-4.15,63.44
2024-10-29,FXNC,seq_gt_1,>1,-2.71,20.74
2024-10-29,HAFC,seq_gt_1,>1,-6.06,23.04
2024-10-29,IONQ,seq_gt_1,>1,-6.21,16.96
2024-10-29,MRBK,seq_gt_1,>1,-9.09,13.05
2024-10-29,MS,seq_gt_1,>1,-8.05,110.46
2024-10-29,ORA,seq_gt_1,>1,-0.86,78.79
2024-10-29,PPTA,seq_gt_1,>1,-12.24,9.36
2024-10-29,PWOD,seq_gt_1,>1,-9.00,25.35
2024-10-29,SBGI,seq_gt_1,>1,-11.43,15.86
2024-10-29,TDS,seq_gt_1,>1,-11.02,29.15
2024-10-29,TRUP,seq_gt_1,>1,-5.69,53.5
2024-10-29,ETON,seq_eq_1,1,-1.29,6.91
2024-10-29,LTBR,seq_eq_1,1,15.35,7.01
2024-10-29,TARS,seq_eq_1,1,-8.46,37.28
2024-10-29,ALRS,seq_eq_0,0,2.62,22.9
2024-10-29,AREN,seq_eq_0,0,16.92,0.86
2024-10-29,ASIX,seq_eq_0,0,11.25,31.19
2024-10-29,BBT,seq_eq_0,0,3.42,28.27
2024-10-29,CCOI,seq_eq_0,0,4.14,83.66
2024-10-29,CIA,seq_eq_0,0,23.03,5.21
2024-10-29,DHT,seq_eq_0,0,12.84,12.04
2024-10-29,EVGO,seq_eq_0,0,8.12,8.94
2024-10-29,FRGE,seq_eq_0,0,33.88,19.95
2024-10-29,GBTG,seq_eq_0,0,0.51,7.89
2024-10-29,GIII,seq_eq_0,0,7.39,33.38
2024-10-29,GILD,seq_eq_0,0,1.86,86.14
2024-10-29,GMRE,seq_eq_0,0,10.58,47.95
2024-10-29,HDSN,seq_eq_0,0,6.66,8.18
2024-10-29,LFST,seq_eq_0,0,0.00,7.13
2024-10-29,MLYS,seq_eq_0,0,3.01,14.4
2024-10-29,NRIX,seq_eq_0,0,9.44,25.81
2024-10-29,PDYN,seq_eq_0,0,43.48,2.75
2024-10-29,QUBT,seq_eq_0,0,5.74,0.76
2024-10-29,RF,seq_eq_0,0,2.43,23.85
2024-10-29,RSI,seq_eq_0,0,7.73,11.01
2024-10-29,TPIC,seq_eq_0,0,47.34,4.6
2024-10-29,UUUU,seq_eq_0,0,9.35,6.6
2024-10-29,VSCO,seq_eq_0,0,4.46,29.37
2024-10-30,AMSF,seq_gt_1,>1,-6.05,56.17
2024-10-30,AQST,seq_gt_1,>1,-3.55,5.48
2024-10-30,BANR,seq_gt_1,>1,-3.31,64.28
2024-10-30,DAY,seq_gt_1,>1,-10.74,63.44
2024-10-30,ETON,seq_gt_1,>1,-3.10,6.91
2024-10-30,FXNC,seq_gt_1,>1,-3.45,20.74
2024-10-30,HAFC,seq_gt_1,>1,-7.48,23.04
2024-10-30,IONQ,seq_gt_1,>1,-7.05,16.96
2024-10-30,MRBK,seq_gt_1,>1,-10.00,13.05
2024-10-30,MS,seq_gt_1,>1,-6.97,110.46
2024-10-30,PPTA,seq_gt_1,>1,-10.77,9.36
2024-10-30,PWOD,seq_gt_1,>1,-9.30,25.35
2024-10-30,SBGI,seq_gt_1,>1,-13.03,15.86
2024-10-30,TARS,seq_gt_1,>1,-10.26,37.28
2024-10-30,TDS,seq_gt_1,>1,-12.77,29.15
2024-10-30,TRUP,seq_gt_1,>1,-9.03,53.5
2024-10-30,WTBA,seq_gt_1,>1,-3.19,22.12
2024-10-30,ALRS,seq_eq_0,0,19.02,22.9
2024-10-30,AREN,seq_eq_0,0,16.92,0.86
2024-10-30,ASIX,seq_eq_0,0,10.52,31.19
2024-10-30,BBT,seq_eq_0,0,2.86,28.27
2024-10-30,CCOI,seq_eq_0,0,4.29,83.66
2024-10-30,CIA,seq_eq_0,0,23.59,5.21
2024-10-30,DHT,seq_eq_0,0,16.04,12.04
2024-10-30,EVGO,seq_eq_0,0,9.31,8.94
2024-10-30,FRGE,seq_eq_0,0,34.33,19.95
2024-10-30,GBTG,seq_eq_0,0,2.06,7.89
2024-10-30,GIII,seq_eq_0,0,7.63,33.38
2024-10-30,GILD,seq_eq_0,0,1.60,86.14
2024-10-30,GMRE,seq_eq_0,0,9.65,47.95
2024-10-30,HDSN,seq_eq_0,0,10.88,8.18
2024-10-30,LFST,seq_eq_0,0,0.00,6.93
2024-10-30,LTBR,seq_eq_0,0,31.94,7.01
2024-10-30,MLYS,seq_eq_0,0,4.28,14.4
2024-10-30,NRIX,seq_eq_0,0,14.50,25.81
2024-10-30,ORA,seq_eq_0,0,2.78,78.79
2024-10-30,PDYN,seq_eq_0,0,47.53,2.75
2024-10-30,QUBT,seq_eq_0,0,2.40,0.76
2024-10-30,RF,seq_eq_0,0,1.62,23.85
2024-10-30,RSI,seq_eq_0,0,6.13,11.01
2024-10-30,TPIC,seq_eq_0,0,45.32,4.6
2024-10-30,UUUU,seq_eq_0,0,10.74,6.6
2024-10-30,VSCO,seq_eq_0,0,2.59,29.37
2024-10-31,AMSF,seq_gt_1,>1,-4.90,56.17
2024-10-31,AQST,seq_gt_1,>1,-1.09,5.48
2024-10-31,BANR,seq_gt_1,>1,-1.53,64.28
2024-10-31,DAY,seq_gt_1,>1,-11.92,63.44
2024-10-31,ETON,seq_gt_1,>1,-0.47,6.91
2024-10-31,FXNC,seq_gt_1,>1,-3.59,20.74
2024-10-31,HAFC,seq_gt_1,>1,-5.90,23.04
2024-10-31,INCY,seq_gt_1,>1,-2.02,73.6
2024-10-31,MRBK,seq_gt_1,>1,-9.69,13.05
2024-10-31,MS,seq_gt_1,>1,-5.63,110.46
2024-10-31,PPTA,seq_gt_1,>1,-10.86,9.36
2024-10-31,PWOD,seq_gt_1,>1,-6.81,25.35
2024-10-31,SBGI,seq_gt_1,>1,-12.68,15.86
2024-10-31,TARS,seq_gt_1,>1,-9.82,37.28
2024-10-31,TDS,seq_gt_1,>1,-13.18,29.15
2024-10-31,TRUP,seq_gt_1,>1,-8.62,53.5
2024-10-31,WTBA,seq_gt_1,>1,-0.23,22.12
2024-10-31,VSCO,seq_eq_1,1,-1.85,29.37
2024-10-31,ALRS,seq_eq_0,0,19.97,22.9
