date,equity,open_positions,cash
2022-11-21,90101.54,17,3687.72
2022-11-22,90805.12,17,3687.72
2022-11-23,90477.74,17,3687.72
2022-11-25,90851.21,17,3687.72
2022-11-28,89352.87,17,3687.72
2022-11-29,89431.68,17,4003.08
2022-11-30,91408.1,17,4003.08
2022-12-01,91892.06,17,4003.08
2022-12-02,91978.55,17,4003.08
2022-12-05,89315.61,17,4003.08
2022-12-06,88150.93,17,3503.08
2022-12-07,87722.45,17,3004.01
2022-12-08,88061.19,17,3004.01
2022-12-09,87130.55,17,3004.01
2022-12-12,87445.47,17,2504.44
2022-12-13,87878.89,17,2504.44
2022-12-14,87425.18,17,2004.29
2022-12-15,84842.17,17,505.14
2022-12-16,85138.46,17,505.14
2022-12-19,84147.92,17,5.14
2022-12-20,83779.72,17,5.14
2022-12-21,84787.14,17,5.14
2022-12-22,83636.11,16,4005.71
2022-12-23,83942.96,16,4005.71
2022-12-27,83864.91,16,3505.71
2022-12-28,82550.33,16,3505.71
2022-12-29,84366.24,16,2891.89
2022-12-30,83481.22,16,2679.55
2023-01-03,82932.26,16,3168.97
2023-01-04,83278.21,16,3420.88
2023-01-05,82254.25,16,3161.5
2023-01-06,83785.78,16,2660.45
2023-01-09,82891.52,16,3660.29
2023-01-10,84006.36,16,3660.29
2023-01-11,84468.62,16,3660.29
2023-01-12,85904.13,16,3660.29
2023-01-13,87142.27,16,3793.04
2023-01-17,87006.53,16,4793.65
2023-01-18,85432.02,16,4797.84
2023-01-19,85138.1,16,4797.84
2023-01-20,86354.79,16,4535.58
2023-01-23,86956.2,16,4535.58
2023-01-24,86366.56,16,4535.58
2023-01-25,86550.29,16,4535.58
2023-01-26,87181.14,16,4535.58
2023-01-27,87399.86,16,4535.58
2023-01-30,86349.33,16,4535.58
2023-01-31,88558.99,17,535.88
2023-02-01,89078.6,17,535.88
2023-02-02,90342.07,17,2038.11
2023-02-03,90263.85,17,2038.11
2023-02-06,89463.23,17,2038.11
2023-02-07,90393.87,17,2038.11
2023-02-08,88879.08,17,2038.11
2023-02-09,88044.65,17,2104.42
2023-02-10,88564.81,17,3104.59
2023-02-13,89255.86,17,3104.59
2023-02-14,88624.77,17,3058.8
2023-02-15,89362.12,17,3058.8
2023-02-16,88581.41,17,3389.79
2023-02-17,89465.25,17,3389.79
2023-02-21,87024.25,17,3389.79
2023-02-22,87584.45,17,3727.2
2023-02-23,87581.35,17,3727.2
2023-02-24,86422.25,17,3727.2
2023-02-27,86856.49,17,3727.2
2023-02-28,86974.5,17,3144.23
2023-03-01,87456.53,17,2419.05
2023-03-02,86528.95,17,1251.06
2023-03-03,87026.11,17,752.19
2023-03-06,85292.96,17,881.09
2023-03-07,83741.33,16,4968.06
2023-03-08,83608.08,16,4993.02
2023-03-09,81537.0,16,3991.49
2023-03-10,79443.24,16,2490.38
2023-03-13,79310.88,15,4991.62
2023-03-14,80643.64,16,991.62
2023-03-15,80521.29,16,991.62
2023-03-16,80069.88,16,488.32
2023-03-17,79115.54,15,4987.42
2023-03-20,78755.18,15,4487.26
2023-03-21,80525.44,15,4487.26
2023-03-22,78181.66,15,3986.81
2023-03-23,78789.14,15,3986.81
2023-03-24,80091.32,15,4986.81
2023-03-27,80728.55,15,4986.81
2023-03-28,80308.16,15,4986.81
2023-03-29,80815.82,15,4986.81
2023-03-30,80152.39,15,4486.81
2023-03-31,81114.33,15,4067.94
2023-04-03,80678.65,15,4067.94
2023-04-04,79356.19,15,4067.94
2023-04-05,78744.82,15,4067.94
2023-04-06,78344.37,15,4067.94
2023-04-10,78908.78,15,3957.43
2023-04-11,78987.09,15,3957.43
2023-04-12,78553.02,15,3957.43
2023-04-13,79587.89,15,3957.43
2023-04-14,78866.08,15,3957.43
2023-04-17,79751.8,15,3455.91
2023-04-18,79395.96,15,4457.34
2023-04-19,79633.57,15,4457.34
2023-04-20,79383.87,15,3104.3
2023-04-21,79168.71,15,3104.3
2023-04-24,78598.61,15,3104.3
2023-04-25,77132.28,15,2104.59
2023-04-26,76818.57,15,2104.59
2023-04-27,77757.88,15,2104.59
2023-04-28,78743.18,15,2104.59
2023-05-01,79094.08,15,3828.86
2023-05-02,77396.99,15,3329.26
2023-05-03,76711.73,15,2562.7
2023-05-04,74815.7,15,1063.69
2023-05-05,76619.06,15,563.09
2023-05-08,76159.62,15,563.09
2023-05-09,76841.21,15,563.09
2023-05-10,76802.83,15,563.09
2023-05-11,75974.68,15,65.71
2023-05-12,75850.97,14,4566.05
2023-05-15,75545.91,14,4065.64
2023-05-16,74674.67,14,3564.55
2023-05-17,76500.09,14,4563.1
2023-05-18,76329.62,14,4563.1
2023-05-19,75192.41,14,4063.01
2023-05-22,75705.94,15,63.01
2023-05-23,76133.18,15,63.01
2023-05-24,75607.89,15,63.01
2023-05-25,74591.75,14,4562.5
2023-05-26,74986.65,14,4562.5
2023-05-30,75261.59,14,4562.5
2023-05-31,74721.58,14,4562.5
2023-06-01,75270.56,14,4562.5
2023-06-02,77759.11,14,4562.5
2023-06-05,76685.5,14,4562.5
2023-06-06,78357.94,15,1174.42
2023-06-07,80496.28,15,1174.42
2023-06-08,80012.87,15,1174.42
2023-06-09,79441.36,15,1174.42
2023-06-12,79086.03,15,1174.42
2023-06-13,79918.9,15,1174.42
2023-06-14,79173.26,15,1174.42
2023-06-15,80054.75,15,1174.42
2023-06-16,79629.82,15,1327.59
2023-06-20,79945.4,15,1327.59
2023-06-21,80102.17,15,827.76
2023-06-22,79284.15,15,1063.36
2023-06-23,78070.21,15,563.07
2023-06-26,77999.68,15,63.75
2023-06-27,79487.49,15,1064.25
2023-06-28,80393.5,15,2062.73
2023-06-29,82238.98,15,4064.22
2023-06-30,82422.5,16,403.67
2023-07-03,82623.14,16,403.67
2023-07-05,81754.03,15,4903.94
2023-07-06,80281.26,15,4903.94
2023-07-07,81051.28,15,4903.94
2023-07-10,81942.91,15,4903.94
2023-07-11,82457.05,15,4993.97
2023-07-12,83138.3,15,4993.97
2023-07-13,83599.1,15,4993.97
2023-07-14,82831.8,16,821.31
2023-07-17,83956.56,16,1821.51
2023-07-18,84801.57,16,3825.13
2023-07-19,84439.29,16,3825.13
2023-07-20,84003.49,16,3083.15
2023-07-21,83629.01,16,3083.15
2023-07-24,84020.51,16,3083.15
2023-07-25,84895.33,16,3083.15
2023-07-26,85618.08,16,3083.15
2023-07-27,84257.74,16,3083.15
2023-07-28,85121.59,16,3083.15
2023-07-31,86339.69,16,3083.15
2023-08-01,85935.18,16,3083.15
2023-08-02,85117.05,16,3083.15
2023-08-03,84898.3,16,4003.33
2023-08-04,84347.42,16,4003.33
2023-08-07,84922.99,16,4003.33
2023-08-08,84179.9,16,3501.45
2023-08-09,83732.67,16,3501.45
2023-08-10,84135.63,16,3501.45
2023-08-11,84302.93,16,3501.45
2023-08-14,84322.81,16,3501.45
2023-08-15,83621.75,16,2933.75
2023-08-16,82721.75,16,2933.75
2023-08-17,82075.18,16,1458.81
2023-08-18,82997.18,16,2458.81
2023-08-21,82149.3,16,2458.81
2023-08-22,82376.36,16,2458.81
2023-08-23,83066.58,16,2458.81
2023-08-24,82256.29,16,2458.81
2023-08-25,82725.4,16,2402.17
2023-08-28,83092.67,16,2422.21
2023-08-29,84148.23,16,2422.21
2023-08-30,84574.37,16,2422.21
2023-08-31,84246.39,15,6920.89
2023-09-01,85067.58,16,1419.51
2023-09-05,83526.98,16,921.91
2023-09-06,83246.13,16,911.99
2023-09-07,82229.11,16,911.99
2023-09-08,81274.22,16,911.99
2023-09-11,81566.27,16,1434.48
2023-09-12,81213.72,16,2044.13
2023-09-13,80435.48,16,1143.56
2023-09-14,80756.41,16,647.06
2023-09-15,79894.58,15,4647.74
2023-09-18,79501.35,15,4647.74
2023-09-19,79325.52,15,4647.74
2023-09-20,79404.34,15,4647.74
2023-09-21,78157.86,15,4148.99
2023-09-22,78215.09,15,4148.99
2023-09-25,78480.53,15,3648.99
2023-09-26,77128.8,15,3147.68
2023-09-27,77907.61,15,3147.68
2023-09-28,78387.12,15,3147.68
2023-09-29,78046.93,15,2915.12
2023-10-02,77202.49,15,2915.12
2023-10-03,76046.75,15,2915.12
2023-10-04,76512.78,15,2915.12
2023-10-05,76775.69,15,3918.61
2023-10-06,77433.03,15,3418.48
2023-10-09,77744.24,15,3418.48
2023-10-10,78353.4,15,3418.48
2023-10-11,78204.13,15,3418.48
2023-10-12,76751.02,15,2918.96
2023-10-13,76000.13,15,2058.2
2023-10-16,77353.75,15,2646.25
2023-10-17,77645.29,15,2145.29
2023-10-18,76440.25,15,1645.29
2023-10-19,75266.91,15,1645.29
2023-10-20,74474.71,15,1645.29
2023-10-23,73595.2,15,1145.47
2023-10-24,73935.73,14,4758.18
2023-10-25,73915.86,14,4259.43
2023-10-26,74147.12,14,4259.43
2023-10-27,73494.4,14,4259.43
2023-10-30,73448.23,14,4059.8
2023-10-31,74282.95,14,4059.8
2023-11-01,74155.0,14,4059.8
2023-11-02,75801.85,14,3559.87
2023-11-03,76968.24,14,4559.87
2023-11-06,76503.98,14,4559.87
2023-11-07,75593.23,14,4060.26
2023-11-08,73989.29,14,3091.94
2023-11-09,73053.21,14,3091.94
2023-11-10,72761.04,14,2093.81
2023-11-13,72300.98,14,2093.81
2023-11-14,75873.84,14,2093.81
2023-11-15,76041.03,14,2093.81
2023-11-16,75184.95,14,2093.81
2023-11-17,75981.52,14,2093.81
2023-11-20,76188.69,14,2539.76
2023-11-21,74693.22,13,7323.44
2023-11-22,75188.09,14,2323.44
2023-11-24,75509.17,14,2323.44
2023-11-27,75450.26,14,2323.44
2023-11-28,74660.25,14,2323.44
2023-11-29,75040.53,14,2323.44
2023-11-30,75117.68,14,1824.25
2023-12-01,76674.07,14,3536.81
2023-12-04,77479.57,14,4171.69
2023-12-05,76284.78,14,3671.1
2023-12-06,75954.74,14,3671.1
2023-12-07,75212.6,14,2668.9
2023-12-08,75771.33,14,4224.01
2023-12-11,76064.05,14,4224.01
2023-12-12,76357.52,14,3723.94
2023-12-13,78458.9,14,4262.48
2023-12-14,79687.12,14,6262.57
2023-12-15,79581.79,15,1262.57
2023-12-18,79029.63,15,1262.57
2023-12-19,79672.61,15,1262.57
2023-12-20,79202.54,15,1262.57
2023-12-21,80294.53,15,1262.57
2023-12-22,80581.74,15,1262.57
2023-12-26,81124.03,15,1262.57
2023-12-27,80911.93,15,1262.57
2023-12-28,80458.59,15,1262.57
2023-12-29,79561.4,15,1262.57
2024-01-02,78885.7,15,1262.57
2024-01-03,77806.48,14,6741.61
2024-01-04,77373.59,15,1741.61
2024-01-05,76840.68,15,1741.61
2024-01-08,77038.24,15,1726.92
2024-01-09,76235.98,15,1227.31
2024-01-10,76959.46,15,1227.31
2024-01-11,76636.78,15,1227.31
2024-01-12,77012.85,15,1227.31
2024-01-16,76730.86,15,1730.4
2024-01-17,75831.33,15,1230.8
2024-01-18,76555.15,15,2229.4
2024-01-19,77167.14,15,2229.4
2024-01-22,78291.61,15,2229.4
2024-01-23,78088.85,15,2430.59
2024-01-24,78155.23,15,2430.59
2024-01-25,78957.16,15,2430.59
2024-01-26,78881.87,15,2430.59
2024-01-29,79034.6,15,1932.39
2024-01-30,78679.12,15,1932.39
2024-01-31,75798.9,15,932.1
2024-02-01,76508.05,15,432.1
2024-02-02,75801.03,15,432.1
2024-02-05,74933.78,15,432.1
2024-02-06,75367.81,15,659.61
2024-02-07,75550.74,15,643.66
2024-02-08,76236.79,15,144.35
2024-02-09,77145.48,15,413.03
2024-02-12,78616.71,15,1413.7
2024-02-13,75905.95,15,1413.7
2024-02-14,77361.26,15,1413.7
2024-02-15,78715.12,15,1413.7
2024-02-16,77788.99,15,1413.7
2024-02-20,77002.16,15,1413.7
2024-02-21,77327.75,15,913.63
2024-02-22,78015.46,15,913.63
2024-02-23,77799.66,15,913.63
2024-02-26,77971.34,15,913.63
2024-02-27,78468.5,15,913.63
2024-02-28,78209.28,15,1913.31
2024-02-29,78973.74,15,1913.31
2024-03-01,79961.93,15,1913.31
2024-03-04,80132.79,15,1913.31
2024-03-05,79439.62,15,1913.31
2024-03-06,81269.62,15,4587.09
2024-03-07,82029.33,16,105.27
2024-03-08,82220.25,16,105.27
2024-03-11,81407.79,15,4605.51
2024-03-12,81702.65,16,605.51
2024-03-13,82900.07,16,605.51
2024-03-14,80942.89,16,1606.4
2024-03-15,81957.04,16,1236.33
2024-03-18,81682.38,16,1236.33
2024-03-19,81991.05,16,736.33
2024-03-20,83081.97,16,736.33
2024-03-21,83757.62,16,736.33
2024-03-22,82463.92,15,6735.72
2024-03-25,82967.18,16,1735.72
2024-03-26,81947.82,16,1735.72
2024-03-27,84139.9,16,2734.88
2024-03-28,84454.42,16,2800.3
2024-04-01,83639.14,16,2663.51
2024-04-02,81976.83,16,2663.51
2024-04-03,82010.88,16,2663.51
2024-04-04,81826.48,15,7351.26
2024-04-05,81570.9,16,1353.13
2024-04-08,82049.6,16,1407.35
2024-04-09,82511.61,16,1407.35
2024-04-10,80247.47,16,408.23
2024-04-11,80424.05,16,408.23
2024-04-12,78898.96,15,4908.67
2024-04-15,78193.94,15,4908.67
2024-04-16,77677.15,15,4908.67
2024-04-17,77146.35,15,4908.67
2024-04-18,76830.39,15,3909.28
2024-04-19,77545.8,15,3409.67
2024-04-22,78168.45,15,2911.36
2024-04-23,79324.2,15,2911.36
2024-04-24,78911.34,15,2911.36
2024-04-25,78435.88,15,3038.31
2024-04-26,79123.69,15,3038.31
2024-04-29,79115.36,15,3038.31
2024-04-30,77989.86,15,3038.31
2024-05-01,78385.51,15,3038.31
2024-05-02,79132.27,15,2538.31
2024-05-03,80521.23,15,3537.13
2024-05-06,81318.83,15,4537.13
2024-05-07,82143.39,15,3537.22
2024-05-08,82108.46,14,8249.61
2024-05-09,81360.88,15,4249.61
2024-05-10,81068.82,14,9752.12
2024-05-13,80911.07,15,4752.12
2024-05-14,81876.38,15,4752.12
2024-05-15,82263.34,16,74.65
2024-05-16,82353.18,16,74.65
2024-05-17,81866.01,16,74.65
2024-05-20,82006.43,16,74.65
2024-05-21,83251.99,16,1073.37
2024-05-22,82629.51,16,573.32
2024-05-23,81412.79,16,406.92
2024-05-24,82363.96,16,406.92
2024-05-28,81945.65,16,406.92
2024-05-29,81033.66,16,406.92
2024-05-30,81861.6,16,406.92
2024-05-31,82296.69,15,4906.94
2024-06-03,82357.69,15,4906.94
2024-06-04,81737.4,15,4406.94
2024-06-05,82614.98,15,4406.94
2024-06-06,82638.09,15,4673.95
2024-06-07,81856.49,15,4673.95
2024-06-10,82099.89,15,4673.95
2024-06-11,82420.26,16,673.95
2024-06-12,83233.86,16,673.95
2024-06-13,81725.49,16,673.95
2024-06-14,80945.01,16,673.95
2024-06-17,80701.0,16,442.19
2024-06-18,80561.54,16,556.38
2024-06-20,80534.58,16,56.03
2024-06-21,80999.83,16,56.03
2024-06-24,81136.02,16,554.12
2024-06-25,80893.4,16,554.12
2024-06-26,80450.96,16,554.12
2024-06-27,81011.26,16,554.12
2024-06-28,81954.02,16,554.12
2024-07-01,81071.64,16,1148.53
2024-07-02,81601.1,16,897.28
2024-07-03,81425.15,16,897.28
2024-07-05,80631.13,15,4896.46
2024-07-08,81190.21,15,4896.46
2024-07-09,80645.28,15,5252.17
2024-07-10,81025.46,16,439.65
2024-07-11,84184.85,16,439.65
2024-07-12,84914.12,16,439.65
2024-07-15,86338.87,16,1440.59
2024-07-16,89984.25,16,2442.22
2024-07-17,89986.92,15,8441.97
2024-07-18,89506.77,15,8940.76
2024-07-19,89100.69,16,4303.85
2024-07-22,90791.41,16,4806.62
2024-07-23,90939.96,17,1806.03
2024-07-24,88559.45,17,1806.03
2024-07-25,90187.54,17,2805.86
2024-07-26,91448.07,17,2805.86
2024-07-29,90280.71,17,2805.86
2024-07-30,90623.22,17,2805.86
2024-07-31,91648.17,17,3806.07
2024-08-01,89040.67,17,2838.46
2024-08-02,85861.21,17,1839.08
2024-08-05,82696.81,16,4339.73
2024-08-06,83252.3,16,3337.88
2024-08-07,82283.09,16,3337.88
2024-08-08,83844.74,16,2837.2
2024-08-09,83640.6,16,2837.2
2024-08-12,82556.5,16,2837.2
2024-08-13,83968.55,16,2837.2
2024-08-14,83113.79,16,2571.24
2024-08-15,84756.25,16,2889.49
2024-08-16,84797.07,16,2889.49
2024-08-19,85685.59,16,2889.49
2024-08-20,84535.1,16,2889.49
2024-08-21,85653.74,16,2889.49
2024-08-22,84612.84,16,2889.49
2024-08-23,86655.86,16,2889.49
2024-08-26,87101.53,16,2889.49
2024-08-27,87038.14,16,3889.95
2024-08-28,86484.34,16,3889.95
2024-08-29,86885.01,16,3389.95
2024-08-30,87029.73,16,3389.95
2024-09-03,85270.35,16,3389.95
2024-09-04,84983.95,16,3389.95
2024-09-05,84168.66,16,2723.32
2024-09-06,83071.67,16,2223.83
2024-09-09,82848.36,16,2223.83
2024-09-10,82371.12,16,1723.81
2024-09-11,82536.59,16,1723.81
2024-09-12,83571.49,16,1723.81
2024-09-13,84874.53,16,1723.81
2024-09-16,84817.31,16,1953.45
2024-09-17,84744.82,16,2550.61
2024-09-18,85094.05,16,2550.61
2024-09-19,86363.34,16,2550.61
2024-09-20,85809.22,16,2550.61
2024-09-23,85595.66,16,2550.61
2024-09-24,85491.43,16,2550.61
2024-09-25,83972.61,16,2052.3
2024-09-26,84505.11,16,2418.99
2024-09-27,84975.43,16,2418.99
2024-09-30,84644.6,16,2418.99
2024-10-01,83134.15,16,2501.94
2024-10-02,82726.38,16,2873.07
2024-10-03,82095.76,16,2371.93
2024-10-04,83322.9,16,3026.81
2024-10-07,82206.8,16,1528.79
2024-10-08,82710.05,16,1528.79
2024-10-09,82308.27,16,1528.79
2024-10-10,81285.72,16,1748.31
2024-10-11,82456.31,16,1748.31
2024-10-14,82169.24,16,1748.31
2024-10-15,82498.29,16,1748.31
2024-10-16,83443.62,16,1748.31
2024-10-17,83420.27,16,1748.31
2024-10-18,83655.75,16,1748.31
2024-10-21,82490.25,16,1748.31
2024-10-22,82504.89,16,1748.31
2024-10-23,81522.38,16,1246.65
2024-10-24,81377.63,16,2246.52
2024-10-25,80937.4,16,1513.0
2024-10-28,82512.71,16,1513.0
2024-10-29,82047.33,16,1513.0
2024-10-30,82707.61,16,1513.0
2024-10-31,81556.45,16,1513.0
2024-11-01,83359.09,16,2507.97
2024-11-04,84137.59,16,2005.52
2024-11-05,85324.2,16,1801.54
2024-11-06,90111.77,16,4799.61
2024-11-07,89235.16,16,4799.61
2024-11-08,89841.77,16,4799.61
2024-11-11,90229.58,17,596.79
2024-11-12,89327.61,17,94.78
2024-11-13,88142.3,16,4594.03
2024-11-14,87767.51,17,597.78
2024-11-15,87364.24,17,597.78
2024-11-18,87170.93,17,597.78
2024-11-19,87430.12,17,597.78
2024-11-20,87688.91,17,597.78
2024-11-21,89166.98,17,1280.88
2024-11-22,90691.78,17,2281.39
2024-11-25,92738.45,17,4284.85
2024-11-26,91473.71,17,4284.85
2024-11-27,91824.22,17,4233.27
2024-11-29,92116.14,18,368.37
2024-12-02,91659.76,18,368.37
2024-12-03,90751.79,18,209.48
2024-12-04,91392.23,18,209.48
2024-12-05,91087.11,18,209.48
2024-12-06,91070.2,18,209.48
2024-12-09,90853.28,18,209.48
2024-12-10,91153.75,17,4709.48
2024-12-11,91392.04,17,4709.48
2024-12-12,90744.95,17,4210.05
2024-12-13,89957.26,17,4210.05
2024-12-16,90170.0,17,4210.05
2024-12-17,89324.03,17,4210.05
2024-12-18,86090.57,17,3710.51
2024-12-19,85710.37,17,2710.23
2024-12-20,86910.86,17,2710.23
2024-12-23,86681.12,17,2588.95
2024-12-24,87035.54,17,2588.95
2024-12-26,87486.41,17,2588.95
2024-12-27,85883.39,17,2088.95
2024-12-30,85877.4,17,1088.67
2024-12-31,86135.41,17,1861.27
2025-01-02,86311.86,15,10698.29
2025-01-03,87518.46,17,833.79
2025-01-06,87342.29,17,1334.08
2025-01-07,87221.08,17,2334.08
2025-01-08,87439.51,17,2334.08
2025-01-10,86613.77,17,2334.08
2025-01-13,87188.24,17,2334.08
2025-01-14,88368.34,17,1833.91
2025-01-15,90030.38,17,2833.49
2025-01-16,90554.38,17,3833.84
2025-01-17,91013.96,17,3833.84
2025-01-21,91310.98,17,3833.84
2025-01-22,89915.54,17,3333.84
2025-01-23,90625.51,17,3333.84
2025-01-24,90557.42,17,3333.84
2025-01-27,91303.71,17,3489.86
2025-01-28,91191.71,17,3489.86
2025-01-29,90557.88,17,2988.13
2025-01-30,91198.22,17,2988.13
2025-01-31,90336.72,17,2988.13
2025-02-03,89140.18,17,3371.52
2025-02-04,90854.58,17,3371.52
2025-02-05,91117.19,17,3371.52
2025-02-06,90914.45,17,2869.29
2025-02-07,90964.58,17,2869.29
2025-02-10,92510.85,17,4870.62
2025-02-11,92442.57,17,4870.62
2025-02-12,92416.24,17,4636.77
2025-02-13,93179.49,17,4636.77
2025-02-14,93090.66,17,4636.77
2025-02-18,92499.83,17,4137.0
2025-02-19,92186.57,17,4334.62
2025-02-20,91162.57,17,4334.62
2025-02-21,89372.39,17,4334.62
2025-02-24,89584.63,17,4747.98
2025-02-25,89932.51,17,3748.26
2025-02-26,89675.52,17,3748.26
2025-02-27,89750.47,17,4432.7
2025-02-28,91463.74,17,4432.7
2025-03-03,90103.51,16,9474.71
2025-03-04,89038.25,17,3673.62
2025-03-05,89867.67,17,3141.45
2025-03-06,89719.69,17,3141.45
2025-03-07,89406.64,17,3551.6
2025-03-10,87806.4,17,3050.38
2025-03-11,88372.05,17,2550.8
2025-03-12,88356.39,17,2550.8
2025-03-13,87286.36,17,2516.57
2025-03-14,88988.05,17,2751.93
2025-03-17,90094.25,17,2751.93
2025-03-18,89973.64,17,3753.4
2025-03-19,90773.56,17,3753.4
2025-03-20,89890.75,17,3753.4
2025-03-21,88998.99,17,3753.4
2025-03-24,89121.94,17,2750.82
2025-03-25,88543.82,17,2750.82
2025-03-26,88428.32,17,2750.82
2025-03-27,88692.45,17,2750.82
2025-03-28,86818.66,17,2251.62
2025-03-31,85747.04,17,1252.92
2025-04-01,85498.49,17,742.02
2025-04-02,86524.14,17,742.02
2025-04-03,80815.02,16,3245.63
2025-04-04,78769.32,15,4750.68
2025-04-07,76935.99,15,2247.58
2025-04-08,75347.87,15,2247.58
2025-04-09,79739.98,15,1748.74
2025-04-10,77362.81,15,1748.74
2025-04-11,78552.29,15,1748.74
2025-04-14,78917.46,15,1748.74
2025-04-15,78722.64,15,1748.74
2025-04-16,77938.87,15,1748.74
2025-04-17,78103.27,15,1748.74
2025-04-21,76554.24,15,1248.74
2025-04-22,78731.89,15,1248.74
2025-04-23,79501.52,15,1455.66
2025-04-24,81072.73,15,1455.66
2025-04-25,81379.64,15,1455.66
2025-04-28,81277.27,15,1455.66
2025-04-29,82446.61,15,2455.02
2025-04-30,81455.01,15,2455.02
2025-05-01,81989.21,15,2455.02
2025-05-02,83734.56,15,3457.75
2025-05-05,83897.4,15,4458.37
2025-05-06,83843.96,15,4458.37
2025-05-07,84260.73,15,4458.37
2025-05-08,84526.85,15,4957.01
2025-05-09,84588.19,16,957.17
2025-05-12,86185.76,16,957.17
2025-05-13,86277.79,16,2958.33
2025-05-14,85846.46,16,2458.91
2025-05-15,86418.0,16,2458.91
2025-05-16,86532.89,16,2458.91
2025-05-19,86351.28,16,2458.91
2025-05-20,86613.43,16,2458.91
2025-05-21,84977.12,16,2458.91
2025-05-22,84343.64,16,2458.91
2025-05-23,84089.94,16,1958.58
2025-05-27,85671.41,16,1958.58
2025-05-28,84873.34,16,1958.58
2025-05-29,84926.23,16,1991.33
2025-05-30,84862.51,16,1991.33
2025-06-02,84833.05,16,3520.39
2025-06-03,85950.1,16,3520.39
2025-06-04,85764.37,13,20213.81
2025-06-05,85577.06,16,5213.81
2025-06-06,86449.67,17,866.82
2025-06-09,86685.93,17,866.82
2025-06-10,86946.03,17,866.82
2025-06-11,86171.65,17,866.82
2025-06-12,85847.58,17,866.82
2025-06-13,84368.73,17,866.82
2025-06-16,84662.85,17,866.82
2025-06-17,84344.22,17,866.82
2025-06-18,84548.31,17,866.82
2025-06-20,84457.41,17,866.82
2025-06-23,86268.2,17,866.82
2025-06-24,87053.57,17,866.82
2025-06-25,86281.96,17,866.82
2025-06-26,87730.39,17,770.28
2025-06-27,87871.73,17,770.28
2025-06-30,87410.94,17,770.28
2025-07-01,88772.32,17,1929.21
2025-07-02,89037.34,17,1929.21
2025-07-03,90058.39,17,1929.21
2025-07-07,88860.95,17,1929.21
2025-07-08,89087.57,17,1929.21
2025-07-09,89112.61,17,2459.56
2025-07-10,89425.36,17,2459.56
2025-07-11,88544.68,17,2266.71
2025-07-14,89160.24,17,1634.12
2025-07-15,87496.57,17,1634.12
2025-07-16,88491.25,17,1634.12
2025-07-17,89969.3,17,3133.89
2025-07-18,89900.69,17,4133.05
2025-07-21,90447.85,17,3633.12
2025-07-22,90490.11,17,3633.12
2025-07-23,91320.24,17,3561.11
2025-07-24,90327.62,17,3561.11
2025-07-25,90906.17,17,4561.23
2025-07-28,91451.43,18,129.82
2025-07-29,90892.81,18,129.82
2025-07-30,90894.47,18,530.93
2025-07-31,90970.11,18,1530.93
2025-08-01,89939.66,18,1530.93
2025-08-04,90492.37,18,1646.17
2025-08-05,90658.26,18,1646.17
2025-08-06,90232.86,18,1147.74
2025-08-07,91643.32,18,2133.22
2025-08-08,92362.92,18,1633.49
2025-08-11,91905.56,18,1132.68
2025-08-12,94813.96,18,1132.68
2025-08-13,96154.85,18,1132.68
2025-08-14,94726.85,18,1132.68
2025-08-15,94225.76,18,1132.68
2025-08-18,94619.81,18,1132.68
2025-08-19,94568.95,18,1132.68
2025-08-20,94209.75,18,1132.68
2025-08-21,93985.92,18,1132.68
2025-08-22,97191.2,18,1132.68
2025-08-25,96172.11,18,1132.68
2025-08-26,96207.65,18,1132.68
2025-08-27,96559.58,18,1173.29
2025-08-28,96360.36,18,1173.29
2025-08-29,96888.51,18,2173.57
2025-09-02,96473.72,18,2173.57
2025-09-03,96215.03,18,2173.57
2025-09-04,97686.08,18,2792.2
2025-09-05,97787.74,18,2792.2
2025-09-08,97937.72,18,3432.37
2025-09-09,97157.21,18,3990.28
2025-09-10,96520.79,18,3990.28
2025-09-11,96767.85,18,3492.27
2025-09-12,95090.86,16,14003.79
2025-09-15,94989.25,18,3671.94
2025-09-16,94811.24,18,3671.94
2025-09-17,95039.17,18,3671.94
2025-09-18,97268.07,18,4673.39
2025-09-19,95816.88,18,4673.39
2025-09-22,95992.7,18,4673.39
2025-09-23,95906.6,18,4755.83
2025-09-24,95735.87,18,5258.4
2025-09-25,94924.57,19,258.4
2025-09-26,95399.57,19,258.4
2025-09-29,94811.34,18,4758.69
2025-09-30,94254.35,18,4562.84
2025-10-01,93647.0,18,4562.84
2025-10-02,93694.18,18,4562.84
2025-10-03,93903.49,19,256.58
2025-10-06,93536.26,18,4331.23
2025-10-07,93040.58,18,4331.23
2025-10-08,93051.73,18,3830.84
2025-10-09,92624.01,18,3333.57
2025-10-10,91149.84,16,11834.32
2025-10-13,91577.7,18,1334.64
2025-10-14,92771.92,18,1334.64
2025-10-15,93467.66,18,1334.64
2025-10-16,91892.95,18,1335.12
2025-10-17,91882.8,18,1335.12
2025-10-20,93668.74,18,1335.12
2025-10-21,93290.45,18,2334.48
2025-10-22,93299.03,18,1834.43
2025-10-23,93893.62,18,2259.91
2025-10-24,93397.15,18,1759.85
2025-10-27,93352.61,18,1759.85
2025-10-28,92473.16,18,1759.85
2025-10-29,91057.24,18,1759.85
2025-10-30,90145.1,18,1259.72
2025-10-31,90938.27,18,1259.72
2025-11-03,91482.94,18,1259.72
2025-11-04,90252.98,18,759.62
2025-11-05,90817.82,17,4758.79
